>>>5<<<
2
15
3
3
4
1
1
1
7
19
3
1
14
8
9
16
6
2
1
1
1
11
1
1
12
2
1
1
3
1
6
1
3
5
1
1
1
19
1
1
15
4
1
2
1
4
2
6
3
6
1
2
1
1
7
2
20
37
10
5
4
1
7
15
21
1
4
1
4
1
2
16
17
2
24
25
28
1
11
4
1
11
1
1
1
23
2
2
47
11
16
1
4
1
1
3
1
11
14
9
13
11
1
1
4
10
23
1
10
4
16
12
1
1
1
4
10
1
2
1
1
1
1
5
1
38
6
3
15
10
1
1
11
1
1
1
4
4
3
1
1
3
1
1
20
1
1
3
11
11
15
1
1
1
13
1
1
1
5
1
13
2
1
2
1
1
8
2
20
5
12
1
6
1
3
5
18
2
1
3
8
4
24
7
1
21
1
9
2
3
4
9
1
1
2
2
1
1
11
8
7
33
11
3
4
1
83
3
2
17
1
6
18
4
13
2
10
7
2
4
33
1
20
4
9
2
6
6
10
21
23
3
1
1
5
3
11
13
1
2
7
2
1
19
2
1
3
21
3
2
9
2
6
5
1
16
1
1
5
3
1
1
2
1
1
13
4
17
6
1
0.34814814814814815,270,270,0,0
