>>>9<<<
2
15
3
2
4
1
1
1
7
19
3
1
14
8
9
36
6
7
1
14
9
11
1
1
12
2
1
1
3
1
6
1
7
7
1
1
1
80
1
1
62
4
1
2
1
33
4
6
7
6
1
2
1
1
5
2
20
71
10
5
2
1
7
34
21
1
26
1
3
1
2
36
17
2
47
25
28
1
11
8
1
11
1
1
1
23
2
2
0
34
36
1
4
1
1
3
1
11
30
9
13
11
1
1
8
26
23
1
10
4
16
24
1
1
7
4
10
1
2
1
1
1
1
5
1
77
6
4
15
10
1
1
11
7
1
1
4
4
3
1
1
3
1
1
68
1
1
3
11
23
63
4
5
1
13
1
1
1
5
1
13
2
1
2
1
1
8
2
64
5
61
1
6
1
4
5
18
7
1
3
38
4
24
7
1
21
8
9
2
3
4
6
1
1
2
2
1
1
1
8
5
33
11
3
3
1
0
4
2
17
1
6
18
4
29
2
10
7
2
4
0
1
45
15
9
2
6
6
10
21
23
2
1
1
5
3
28
13
9
2
7
2
1
43
2
1
10
57
3
2
9
2
7
5
1
16
1
1
5
3
1
1
2
1
1
13
3
37
6
1
0.32222222222222224,267,267,0,0
