>>>2<<<
2
15
3
5
4
1
1
2
7
19
2
1
14
8
9
2
6
1
1
1
1
11
1
1
12
2
1
2
3
1
6
1
1
6
1
1
1
8
2
1
8
6
1
2
3
2
2
6
3
5
1
2
1
1
8
2
20
15
10
5
4
1
7
13
21
1
1
1
4
1
2
3
17
2
8
25
28
1
10
4
1
12
1
1
1
23
3
2
8
8
2
1
4
1
1
3
2
11
3
9
13
11
1
1
4
8
23
1
11
10
16
7
1
1
1
4
10
1
2
1
1
1
1
9
1
20
6
4
15
10
1
1
11
1
1
1
6
8
3
1
1
4
1
1
8
1
1
3
11
16
8
1
1
1
13
1
1
1
5
1
13
2
1
2
1
1
8
3
14
5
8
1
7
1
5
5
18
1
1
3
6
6
24
7
2
21
1
9
2
11
4
10
1
1
2
4
1
1
1
8
11
34
11
3
4
1
31
3
2
17
1
6
18
6
11
2
10
7
2
4
19
1
6
3
8
2
6
6
6
21
23
10
1
1
5
3
5
13
1
2
7
1
1
8
2
1
3
8
3
2
9
1
5
5
1
16
1
2
13
4
1
1
2
1
4
13
4
10
6
1
0.34444444444444444,270,270,0,0
