>>>4<<<
2
15
3
3
4
1
1
1
7
19
3
1
14
8
9
8
6
1
1
1
1
11
1
1
12
2
1
1
3
1
6
1
3
6
1
1
1
14
1
1
8
4
1
2
1
2
2
6
3
6
1
2
1
1
7
2
20
19
10
5
3
1
7
15
21
1
1
1
4
1
2
8
17
2
20
25
28
1
11
4
1
11
1
1
1
23
2
2
28
8
8
1
3
1
1
3
1
11
9
9
13
11
1
1
4
10
23
1
10
4
16
8
1
1
1
4
10
1
2
1
1
1
1
5
1
30
6
3
15
10
1
1
11
1
1
1
5
4
3
1
1
3
1
1
12
1
1
3
11
8
8
1
1
1
13
1
1
1
5
1
13
2
1
2
1
1
8
2
14
5
8
1
6
1
4
5
18
1
1
3
8
4
24
7
1
21
1
9
2
3
4
9
1
1
2
2
1
1
1
8
10
33
11
3
4
1
42
3
2
17
1
6
18
5
13
2
11
7
2
4
29
1
17
3
9
2
6
6
8
21
23
3
1
1
5
3
10
13
1
2
7
2
1
10
2
1
3
11
3
2
9
2
6
5
1
16
1
1
5
3
1
1
2
1
4
13
5
12
6
1
0.3592592592592593,270,270,0,0
