52,Java,675,477,2260
191,Java,1890,769,9627
1,Java,85,15,361
15,Java,136,290,712
16,Java,160,55,825
10,Java,212,183,851
16,Java,161,9,449
32,Java,416,128,1841
10,Java,65,37,255
30,Java,277,102,1269
2,Java,31,0,111
8,Java,184,430,749
2,Java,81,49,327
15,Java,148,190,535
40,Java,412,201,1243
2,Java,221,280,1599
5,Java,26,19,112
41,Java,673,2554,2562
8,Java,58,207,178
167,Java,1988,6975,10515
20,Java,156,541,576
3,Java,135,97,406
4,Java,48,43,162
1,Java,7,0,20
13,Java,109,69,510
25,Java,327,170,1558
10,Java,230,105,1479
8,Java,60,32,234
1,Java,14,3,87
56,Java,691,2395,2066
17,Java,217,329,861
8,Java,94,40,478
4,Java,83,16,341
17,Java,605,2159,2927
10,Java,136,132,536
10,Java,83,1,264
27,Java,349,854,1266
25,Java,171,48,877
9,Java,152,119,534
217,Java,1360,1945,3699
20,Java,474,2107,2124
7,Java,103,201,378
47,Java,858,4711,4697
69,Java,787,1686,3583
39,Java,280,2606,702
6,Java,72,77,352
67,Java,299,507,2278
43,Java,333,236,1624
21,Java,177,272,929
39,Java,415,50,1573
64,Java,1231,1594,7358
5,Java,40,29,233
12,Java,97,175,304
106,Java,1609,2916,4556
36,Java,819,1751,3584
4,Java,112,5,495
3,Java,51,0,264
62,Java,811,20,2970
13,Java,259,218,999
36,Java,1204,2329,6306
5,Java,115,5,341
109,Java,1336,4079,6582
15,Java,357,1064,1559
9,Java,141,6,572
2,Java,43,43,135
120,Java,945,293,3457
4,Java,33,4,95
33,Java,462,1191,1700
4,Java,105,136,323
1968,Java,40529,42111,140336
2228,Java,33848,22805,156779
68,Java,757,1131,2975
7,Java,55,134,360
3,Java,71,98,461
6,Java,86,168,431
35,Java,300,1269,1201
4,Java,28,18,150
13,Java,100,325,368
30,Java,218,138,848
103,Java,1161,2484,6202
20,Java,86,86,320
6,Java,42,146,125
4,Java,19,16,48
14,Java,120,69,485
62,Java,336,282,1158
11,Java,121,40,622
8,Java,103,203,478
9,Java,79,36,477
91,Java,864,439,4159
17,Java,124,2,429
9,Java,70,33,237
10,Java,99,52,391
22,Java,165,86,575
7,Java,79,166,258
97,Java,2293,2607,8914
1,Java,23,3,123
57,Java,510,709,4109
11,Java,103,38,274
104,Java,2024,2344,7393
2,Java,51,76,283
6,Java,137,8,554
32,Java,513,553,2473
1,Java,39,57,214
6,Java,58,21,197
68,Java,1070,1286,5803
8,Java,148,196,742
77,Java,1870,2847,8641
3,Java,119,286,448
68,Java,3156,2123,11947
52,Java,671,205,2403
17,Java,222,841,745
112,Java,1014,2152,3255
14,Java,207,118,917
39,Java,470,423,1246
36,Java,479,520,1653
9,Java,561,1337,3336
6,Java,46,26,163
4,Java,112,13,223
7,Java,55,28,228
25,Java,127,35,701
14,Java,222,169,385
35,Java,732,131,2092
2,Java,26,45,85
14,Java,227,252,750
16,Java,112,6,453
9,Java,149,187,768
2,Java,21,14,50
220,Java,3375,15914,12118
34,Java,777,1918,2792
23,Java,291,451,1367
7,Java,231,126,844
10,Java,106,141,881
7,Java,54,52,250
30,Java,176,162,547
1,Java,10,0,48
2,Java,18,0,75
3,Java,95,0,437
320,Java,15556,2231,68592
4,Java,66,116,466
36,Java,367,1648,1148
91,Java,1149,923,3821
15,Java,284,761,985
25,Java,296,5,1131
4,Java,101,166,375
13,Java,170,23,626
5,Java,22,16,84
8,Java,103,119,242
5,Java,85,64,254
6,Java,49,20,172
40,Java,516,1158,1962
6,Java,113,42,471
8,Java,152,21,553
38,Java,1151,1829,4384
9,Java,115,3,650
14,Java,137,7,669
5,Java,188,524,880
25,Java,222,160,1467
5,Java,154,217,418
54,Java,656,605,2341
102,Java,1720,1207,6420
51,Java,637,1042,1767
12,Java,333,254,1191
19,Java,272,139,1165
42,Java,328,306,1926
8,Java,78,88,267
93,Java,817,1950,3875
19,Java,574,534,2330
13,Java,552,653,2126
3,Java,58,84,591
13,Java,227,702,1439
8,Java,77,25,300
287,Java,1936,109,9652
13,Java,146,40,987
5,Java,79,120,589
4,Java,48,66,235
8,Java,204,119,984
130,Java,2432,5334,14121
72,Java,786,512,2863
93,Java,875,59,2309
7,Java,55,46,209
10,Java,58,0,237
3,Java,22,25,106
2,Java,60,90,271
39,Java,376,2,1965
10,Java,104,30,383
5,Java,67,100,354
19,Java,493,412,2098
65,Java,775,217,5245
4,Java,60,9,435
32,Java,535,69,3342
5,Java,86,16,624
6,Java,225,24,1139
26,Java,670,247,4264
42,Java,943,472,7571
14,Java,154,46,796
90,Java,1534,217,5758
15,Java,214,494,1052
125,Java,5065,3860,25029
18,Java,566,746,5071
7,Java,185,58,573
72,Java,1195,1008,4577
1,Java,19,28,63
2,Java,112,194,348
21,Java,252,570,883
132,Java,1943,2242,7436
2,Java,12,17,51
26,Java,703,2316,2696
2,Java,35,5,101
2,Java,17,6,65
53,Java,1512,1887,5906
3,Java,44,25,224
26,Java,374,548,2456
409,Java,13198,22913,40326
40,Java,1091,2132,4543
71,Java,1064,813,4760
50,Java,851,680,2667
102,Java,1724,1224,6614
38,Java,606,480,2148
84,Java,1631,1541,4508
96,Java,1713,1542,5040
2,Java,25,18,127
7,Java,70,37,573
10,Java,129,458,901
22,Java,191,305,651
4,Java,16,10,594
5,Java,257,88,1736
44,Java,498,152,1867
2,Java,14,8,38
11,Java,89,23,455
14,Java,148,140,515
3,Java,61,61,258
3,Java,17,22,98
23,Java,773,209,2154
54,Java,608,444,2027
7,Java,287,381,824
6,Java,38,14,207
6,Java,75,42,441
3,Java,35,50,168
10,Java,90,0,302
2,Java,63,59,312
8,Java,154,268,734
2,Java,16,14,34
24,Java,369,954,1154
81,Java,1218,3986,6032
28,Java,204,211,1154
15,Java,171,374,548
20,Java,334,633,1980
16,Java,450,904,1780
21,Java,266,135,1280
12,Java,74,49,270
104,Java,1228,3991,6284
95,Java,1357,2402,5590
86,Java,1442,3584,9294
8,Java,82,52,240
45,Java,579,304,2508
111,Java,1104,68,6597
36,Java,474,438,3191
352,Java,6355,4581,29243
138,Java,1896,1036,9709
40,Java,401,84,2094
24,Java,472,85,1677
6,Java,44,59,132
15,Java,237,386,1620
57,Java,885,904,4075
53,Java,1554,1966,8334
131,Java,3143,2820,17406
26,Java,321,383,1664
4,Java,39,59,169
4,Java,70,84,347
2,Java,21,3,109
39,Java,508,1711,2004
189,Java,4287,8270,16092
14,Java,219,480,986
7,Java,106,91,577
15,Java,205,191,1135
14,Java,475,874,1979
13,Java,293,432,971
4,Java,34,16,145
10,Java,154,176,856
8,Java,164,29,565
4,Java,37,15,120
2,Java,158,114,922
2,Java,213,165,1437
9,Java,65,47,299
47,Java,423,1,1613
4,Java,75,70,382
15,Java,289,363,949
16,Java,172,213,755
6,Java,125,139,408
6,Java,84,21,375
2,Java,44,12,248
22,Java,224,424,1007
26,Java,682,840,2256
11,Java,308,203,1926
696,Java,19319,10994,76133
434,Java,13042,16351,52238
14,Java,392,318,2356
6,Java,180,14,1219
3,Java,38,26,119
4,Java,73,47,258
20,Java,480,57,3903
209,Java,4767,9079,19366
50,Java,1244,2537,5398
12,Java,248,270,1315
29,Java,298,177,1077
5,Java,262,110,1047
27,Java,332,470,847
1,Java,26,6,118
21,Java,293,9,857
115,Java,904,1963,3375
14,Java,115,262,386
14,Java,107,3,371
12,Java,124,150,471
41,Java,728,394,2359
24,Java,296,1182,1144
171,Java,2721,7381,8529
2,Java,40,102,196
54,Java,577,1390,1936
3,Java,30,16,92
6,Java,199,31,2758
17,Java,460,256,1107
13,Java,75,20,473
130,Java,1493,407,4508
13,Java,213,374,923
74,Java,869,970,1808
4,Java,53,34,187
13,Java,259,151,1984
24,Java,1075,108,1868
11,Java,90,11,280
28,Java,303,100,1252
73,Java,582,1476,3213
22,Java,116,27,920
31,Java,512,117,1564
2,Java,23,5,88
41,Java,1156,1134,3602
21,Java,289,611,1134
132,Java,2245,4544,7831
8,Java,187,126,871
12,Java,415,579,1960
9,Java,74,38,282
7,Java,67,59,224
94,Java,590,1231,1715
31,Java,360,64,1223
12,Java,197,555,811
10,Java,212,157,924
4,Java,90,112,378
9,Java,181,169,764
33,Java,649,1712,1541
47,Java,719,1010,2551
6,Java,110,79,357
6,Java,130,336,520
21,Java,244,0,923
38,Java,1100,2037,7757
8,Java,114,24,492
130,Java,1573,29,6226
17,Java,577,920,2226
8,Java,117,3,460
28,Java,560,884,2347
39,Java,470,587,2068
239,Java,4104,5626,25587
60,Java,1058,813,3400
10,Java,318,591,1385
17,Java,450,25,2184
117,Java,1371,1958,8870
51,Java,1992,3399,9207
3,Java,180,89,786
4,Java,21,5,128
19,Java,151,65,486
56,Java,897,2613,3212
17,Java,225,329,743
8,Java,49,24,191
81,Java,361,243,920
2,Java,16,0,104
17,Java,520,1327,2042
6,Java,31,0,101
2,Java,19,0,61
10,Java,121,8,505
13,Java,160,82,706
15,Java,309,19,759
33,Java,949,1442,3434
65,Java,1708,1540,7430
30,Java,218,3,817
8,Java,76,35,261
3,Java,35,18,90
1,Java,11,25,53
12,Java,85,46,296
16,Java,389,309,1390
29,Java,568,360,1968
10,Java,110,95,532
10,Java,94,164,498
4,Java,51,83,360
146,Java,1891,1733,10835
1,Java,18,3,80
10,Java,246,677,1521
99,Java,806,773,4196
13,Java,82,61,338
5,Java,114,10,212
23,Java,267,16,759
96,Java,910,3385,4879
98,Java,2221,4702,12108
11,Java,65,3,212
5,Java,32,9,133
40,Java,319,75,1184
1,Java,4,0,17
204,Java,3334,1257,13972
39,Java,677,1474,2619
1,Java,17,9,76
5,Java,111,151,528
4,Java,70,30,332
9,Java,115,635,606
9,Java,242,227,831
7,Java,61,4,284
6,Java,28,80,230
2,Java,35,52,281
4,Java,80,161,465
1,Java,22,0,409
1,Java,13,0,162
2,Java,33,4,233
1,Java,6,0,63
11,Java,196,261,1270
1,Java,19,0,88
6,Java,156,180,1881
1,Java,20,15,194
2,Java,18,26,81
1,Java,11,0,75
55,Java,658,889,3004
7,Java,111,240,620
3,Java,90,222,483
10,Java,185,0,655
2,Java,29,16,120
4,Java,68,46,208
2,Java,44,25,128
161,Java,2873,2397,6805
13,Java,254,785,1120
10,Java,290,479,963
15,Java,203,553,1043
60,Java,1161,416,4474
14,Java,437,125,1521
101,Java,2387,2281,8488
13,Java,118,37,533
160,Java,2327,946,13489
418,Java,14862,29835,44649
19,Java,241,104,939
30,Java,1142,1346,4474
2,Java,69,70,225
29,Java,1255,2331,3431
98,Java,1078,1,3923
297,Java,4800,243,16001
6,Java,38,0,100
5,Java,36,0,117
8,Java,94,3,286
31,Java,374,0,1206
31,Java,646,1911,2254
87,Java,453,1549,2415
44,Java,1088,1223,2855
9,Java,85,135,293
40,Java,1446,2260,7958
25,Java,425,332,1861
9,Java,101,50,310
16,Java,83,0,313
74,Java,756,1348,3420
301,Java,8187,12415,39423
81,Java,1174,1735,5784
887,Java,11170,21756,69732
400,Java,7500,4317,36032
3858,Java,78672,57105,285874
51,Java,1518,873,4959
1326,Java,24892,37665,111412
2511,Java,42092,11373,147193
74,Java,893,818,5108
19,Java,345,302,1524
1614,Java,43067,49885,208281
108,Java,2083,3221,7606
886,Java,15035,26810,61710
156,Java,2877,762,10712
20,Java,164,183,900
15,Java,356,659,1638
182,Java,3678,5764,17199
28,Java,268,148,627
6,Java,81,20,405
6,Java,92,187,505
22,Java,215,334,944
3,Java,95,101,380
45,Java,459,979,1630
28,Java,417,1030,2081
58,Java,446,1471,1806
4,Java,108,55,497
44,Java,1264,5340,4035
7,Java,85,35,245133
17,Java,367,84,1473
14,Java,251,315,1206
7,Java,177,60,808
58,Java,2857,1576,7461
43,Java,646,1741,2321
69,Java,1102,1822,3827
4,Java,69,75,2033
5,Java,66,136,442
29,Java,176,251,989
280,Java,4914,7425,29191
12,Java,211,430,1331
208,Java,6021,4989,48748
64,Java,1150,1038,4806
13,Java,149,93,806
13,Java,96,88,363
206,Java,3029,175,9448
3,Java,16,0,55
67,Java,657,198,2741
16,Java,240,510,795
49,Java,383,14,1830
21,Java,314,129,1054
5,Java,19,32,228
22,Java,400,3,1637
10,Java,217,247,1093
5,Java,37,29,95
6,Java,50,30,186
31,Java,308,60,1668
8,Java,188,126,808
216,Java,2336,1038,10140
17,Java,171,50,739
1399,Java,42277,67863,243313
66,Java,1636,2672,6920
2,Java,28,104,540
15,Java,317,336,1403
10,Java,183,53,638
16,Java,345,293,1492
72,Java,1001,3856,5062
8,Java,315,359,1277
4,Java,50,6,106
8,Java,65,43,233
39,Java,510,121,1915
2,Java,25,6,136
7,Java,192,0,749
9,Java,778,1246,5071
17,Java,756,718,25940
50,Java,649,1361,2589
21,Java,662,459,3457
2,Java,74,30,489
49,Java,1010,967,7681
98,Java,937,666,4042
16,Java,311,413,1401
6,Java,83,239,386
17,Java,468,2107,1901
9,Java,166,344,735
9,Java,290,161,1202
23,Java,711,680,6817
103,Java,1804,3782,10492
4,Java,75,70,339
38,Java,372,1046,2244
12,Java,189,32,549
5,Java,42,0,103
1,Java,9,0,35
69,Java,867,388,2073
4,Java,175,83,768
7,Java,39,13,236
1,Java,5,5,14
5,Java,73,34,236
7,Java,106,118,591
85,Java,955,689,4713
2,Java,35,67,225
71,Java,1040,2696,4883
22,Java,137,8,533
15,Java,278,548,998
57,Java,1361,185,6152
54,Java,1197,30,5308
4,Java,62,91,320
5,Java,68,70,331
12,Java,77,43,433
57,Java,722,188,2592
3,Java,35,23,284
16,Java,415,877,1423
30,Java,409,1033,1668
111,Java,1267,5073,9044
14,Java,236,367,790
10,Java,306,234,1764
3,Java,185,287,530
8,Java,129,207,551
13,Java,216,465,1577
16,Java,262,121,614
8,Java,42,4,219
4,Java,145,301,403
23,Java,504,182,3154
6,Java,129,97,790
2,Java,201,18,397
2,Java,162,46,960
338,Java,10437,12530,54649
24,Java,388,563,2009
45,Java,518,108,2139
26,Java,426,572,1717
24,Java,339,194,1826
127,Java,3462,3232,15115
16,Java,255,346,1343
10,Java,127,204,443
14,Java,92,131,305
6,Java,43,12,207
39,Java,555,762,2195
16,Java,885,613,3758
11,Java,222,28,1095
94,Java,1171,3267,4223
42,Java,846,1454,2932
35,Java,223,2,813
18,Java,218,133,983
35,Java,394,174,1476
17,Java,208,52,841
7,Java,180,36,760
33,Java,230,282,969
19,Java,304,197,1026
26,Java,176,10,671
13,Java,100,0,338
5,Java,58,138,200
3,Java,25,6,161
15,Java,153,80,669
17,Java,219,163,659
7,Java,180,151,938
16,Java,240,193,905
29,Java,561,336,2700
63,Java,1529,2543,6272
43,Java,350,17,920
25,Java,293,76,999
31,Java,1046,1692,4081
52,Java,921,27,2487
12,Java,258,54,1085
2,Java,179,72,814
59,Java,676,93,2602
5,Java,80,26,426
5,Java,55,57,354
30,Java,395,772,2589
31,Java,382,190,2183
2,Java,34,3,249
11,Java,409,436,2107
20,Java,337,120,1496
46,Java,797,759,5326
18,Java,397,531,2085
26,Java,561,357,2111
2,Java,12,0,61
8,Java,59,11,208
9,Java,159,148,770
3,Java,25,1,60
6,Java,61,51,290
7,Java,179,41,745
4,Java,133,90,523
6,Java,121,60,455
5,Java,73,8,392
41,Java,448,364,1861
6,Java,81,151,454
4,Java,283,510,1278
2,Java,70,87,382
3,Java,115,72,540
15,Java,256,270,899
10,Java,91,9,355
91,Java,1268,2997,5121
76,Java,613,2,2371
48,Java,340,1,1411
37,Java,473,216,1692
60,Java,661,968,2862
3,Java,39,13,214
52,Java,840,395,4895
6,Java,167,212,588
12,Java,222,176,1230
110,Java,1897,5638,13356
26,Java,698,1115,2659
5,Java,113,184,477
5,Java,83,63,335
21,Java,94,330,455
59,Java,953,1380,3911
86,Java,1425,702,4389
3,Java,89,280,329
15,Java,343,294,1416
11,Java,70,100,266
81,Java,716,1714,2777
16,Java,168,254,743
27,Java,939,857,4214
61,Java,859,1516,3691
22,Java,653,461,1773
17,Java,165,153,638
895,Java,10631,21598,37105
32,Java,444,144,2036
5,Java,63,83,167
5,Java,67,28,371
23,Java,659,370,3048
10,Java,143,88,665
16,Java,237,199,1059
13,Java,117,139,482
20,Java,238,120,783
9,Java,127,109,504
10,Java,137,42,618
3,Java,64,30,190
5,Java,73,33,249
4,Java,51,27,145
101,Java,1667,3277,6879
17,Java,375,962,4284
17,Java,247,634,1611
6,Java,44,52,286
11,Java,67,45,307
4,Java,57,66,317
5,Java,31,15,122
8,Java,170,219,542
14,Java,157,208,798
7,Java,53,56,291
8,Java,70,225,335
5,Java,71,10,366
4,Java,56,25,160
39,Java,527,645,2361
51,Java,839,2978,5235
6,Java,74,77,564
18,Java,467,713,2166
19,Java,216,325,1063
29,Java,288,137,974
42,Java,540,404,2114
4,Java,63,14,353
4,Java,81,10,425
4,Java,44,12,209
3,Java,13,13,96
4,Java,54,24,119
4,Java,69,25,195
4,Java,56,15,157
4,Java,61,18,110
6,Java,107,48,251
7,Java,124,64,279
4,Java,59,20,143
19,Java,454,526,1747
24,Java,186,346,571
18,Java,258,495,1476
24,Java,687,887,3321
5,Java,33,37,119
14,Java,190,63,611
4,Java,60,15,224
74,Java,6932,3424,12933
5,Java,42,25,277
10,Java,103,26,506
13,Java,230,330,1435
4,Java,48,20,213
4,Java,39,15,166
5,Java,57,10,291
7,Java,68,124,285
9,Java,82,137,397
5,Java,42,49,246
37,Java,610,265,4061
7,Java,74,118,378
19,Java,289,1023,1885
2,Java,8,6,25
5,Java,101,89,418
83,Java,1885,3745,9122
3,Java,64,179,326
2,Java,71,129,407
4,Java,98,240,695
6,Java,51,143,245
9,Java,170,272,840
3,Java,78,68,580
4,Java,34,27,117
9,Java,165,186,539
14,Java,150,28,686
7,Java,31,18,145
47,Java,356,814,1725
9,Java,193,260,691
6,Java,97,31,292
8,Java,170,43,647
69,Java,445,1249,1766
3,Java,62,48,223
3,Java,19,4,93
6,Java,118,108,743
7,Java,117,100,907
1,Java,9,1,43
5,Java,67,9,236
5,Java,168,35,772
2,Java,64,12,337
2,Java,61,43,257
4,Java,69,38,325
7,Java,137,132,665
2,Java,48,23,188
55,Java,979,296,5879
6,Java,255,307,1546
5,Java,63,159,390
18,Java,215,501,1389
4,Java,50,21,219
6,Java,35,20,145
3,Java,49,34,193
75,Java,967,1883,5270
98,Java,1196,3652,5803
7,Java,131,58,391
13,Java,266,57,1650
34,Java,965,1533,6841
32,Java,492,651,1979
8,Java,154,313,809
5,Java,64,28,327
44,Java,1166,527,5270
3,Java,392,1150,1389
5,Java,68,4,409
36,Java,559,855,2619
126,Java,3589,1077,16341
47,Java,1590,1627,8318
27,Java,685,604,2478
88,Java,929,1448,4236
274,Java,10334,13784,50022
4,Java,37,14,119
11,Java,91,52,257
5,Java,148,183,605
8,Java,209,1011,891
3,Java,58,97,304
12,Java,181,128,933
10,Java,204,273,1033
193,Java,2330,532,14019
4,Java,93,16,419
4,Java,113,27,685
9,Java,87,31,482
43,Java,906,426,3588
34,Java,124,402,737
58,Java,795,1479,3408
4,Java,31,10,148
8,Java,487,686,3688
357,Java,8032,6303,46749
7,Java,70,114,263
5,Java,69,280,560
31,Java,1069,1300,5458
4,Java,83,88,436
86,Java,1497,544,5061
3,Java,51,118,279
13,Java,246,534,1067
72,Java,1107,4175,7351
64,Java,920,207,4989
652,Java,11410,21259,58953
27,Java,258,822,1365
29,Java,178,202,1129
5,Java,86,9,329
7,Java,101,17,427
19,Java,175,110,726
3,Java,108,222,516
8,Java,217,464,1324
130,Java,4655,9457,20065
4,Java,62,6,243
2,Java,131,51,875
9,Java,231,644,1028
15,Java,262,70,1712
2,Java,56,85,175
4,Java,23,11,85
20,Java,194,70,579
11,Java,198,206,921
6,Java,34,47,106
7,Java,44,18,167
24,Java,29,212,940
9,Java,97,83,377
9,Java,247,346,1103
1,Java,13,0,46
30,Java,662,87,1533
23,Java,459,283,1827
7,Java,116,91,513
29,Java,473,73,2294
12,Java,155,228,548
50,Java,887,194,5644
53,Java,403,116,2541
75,Java,1046,2380,4668
32,Java,1010,2743,7935
22,Java,701,2266,6424
8043,Java,458163,715171,2140070
34,Java,2298,3293,11537
2428,Java,69836,158530,378623
19,Java,503,748,2289
8,Java,182,185,886
153,Java,4992,7265,23169
2,Java,65,74,357
21,Java,538,1393,2134
40,Java,1277,1721,7197
78,Java,1219,2679,5452
2163,Java,46004,92699,256574
17654,Java,263797,462903,1098921
2250,Java,66641,85699,341016
152,Java,3171,6724,9164
85,Java,1365,5210,5962
323,Java,13518,52885,76007
111,Java,2833,10014,14248
112,Java,1105,3510,5907
54,Java,1105,2570,5056
9,Java,3207,1945,8335
5465,Java,160525,234585,574520
651,Java,16119,24268,87937
6573,Java,223679,341852,1143042
8999,Java,245942,459961,1441321
3449,Java,105819,201282,641864
5588,Java,190922,239320,1122957
7405,Java,308385,466684,834254
15,Java,184,464,671
133,Java,1609,3079,7903
127,Java,1757,3066,10941
757,Java,24849,31305,127701
1139,Java,12384,25210,46245
1254,Java,27310,65665,128962
1573,Java,37612,62776,180631
1358,Java,30198,36450,138806
7171,Java,190274,321529,1076536
1219,Java,23282,44527,109851
89,Java,2259,5344,9572
168,Java,2866,3927,14625
79,Java,1969,4085,10555
298,Java,6151,9532,23960
558,Java,11399,22182,52682
245,Java,3469,6421,11943
20,Java,188,5,990
796,Java,15299,16981,73226
699,Java,9398,36503,33852
2264,Java,47908,69724,258171
2274,Java,77120,156260,309751
255,Java,4508,12803,20273
556,Java,18127,17496,91036
622,Java,13453,28062,77301
13,Java,184,815,841
2331,Java,29351,43175,135773
6,Java,360,532,958
155,Java,1985,1124,8640
3,Java,451,200,2096
3,Java,47,3,204
22,Java,522,715,2208
10,Java,136,367,514
9,Java,96,40,454
5,Java,40,9,175
14,Java,203,45,1901
56,Java,1016,1528,3779
78,Java,2015,2762,9567
33,Java,830,930,2626
139,Java,2147,4288,9141
4,Java,20,16,158
6,Java,49,83,191
45,Java,680,682,2966
6,Java,351,1237,1707
5,Java,72,14,333
6,Java,66,16,167
169,Java,3028,1624,11433
9,Java,60,243,437
13,Java,299,925,1789
9,Java,193,49,880
2,Java,31,77,142
5,Java,218,149,734
13,Java,226,506,975
43,Java,659,1882,2215
5,Java,232,31,648
2,Java,46,41,287
70,Java,565,1165,2178
1,Java,26,18,117
13,Java,104,215,442
3,Java,154,197,807
1,Java,8,4,42
25,Java,450,316,1405
5,Java,176,320,1635
16,Java,255,209,861
13,Java,139,176,442
66,Java,985,555,3702
50,Java,953,1207,2958
3,Java,37,15,178
3,Java,104,44,500
9,Java,279,386,1465
13,Java,341,272,1571
25,Java,265,203,781
35,Java,1008,721,5265
110,Java,2276,2953,6597
22,Java,921,3114,3820
3,Java,33,61,160
8,Java,245,213,941
11,Java,411,359,2256
20,Java,187,141,918
25,Java,422,1708,1473
8,Java,98,150,762
85,Java,529,439,1831
114,Java,930,739,3124
67,Java,807,224,4977
98,Java,2172,3999,8703
219,Java,7295,12017,30651
1,Java,8,0,23
9,Java,95,44,331
1,Java,22,66,64
362,Java,6587,6681,30356
28,Java,328,211,1059
21,Java,197,42,637
50,Java,2079,6667,8327
13,Java,189,50,967
11,Java,101,92,360
113,Java,5875,10403,26629
1,Java,39,64,133
8,Java,238,182,930
4,Java,181,108,791
3,Java,55,11,360
9,Java,236,332,947
75,Java,1054,2127,4240
84,Java,967,1272,3515
40,Java,360,1470,1365
97,Java,1901,4071,8103
108,Java,652,1965,2054
18,Java,145,3,497
3,Java,80,150,333
2,Java,36,8,129
22,Java,379,299,1160
5,Java,14,20,52
6,Java,88,269,9601
11,Java,199,83,670
138,Java,2941,2142,6946
7,Java,80,20,382
39,Java,442,244,1531
1,Java,38,6,151
3,Java,167,828,634
16,Java,230,247,795
47,Java,844,949,2570
14,Java,222,231,721
6,Java,94,278,702
31,Java,375,627,1201
8,Java,62,150,330
35,Java,392,409,1385
72,Java,1139,98,4729
19,Java,337,416,1914
2,Java,231,250,1054
25,Java,332,141,1468
284,Java,3979,18517,21468
2,Java,32,33,95
6,Java,104,51,455
2,Java,60,23,730
4,Java,42,13,459
3,Java,55,7,253
16,Java,448,325,1174
4,Java,94,87,179
12,Java,66,5,210
23,Java,819,889,3566
12,Java,423,847,2002
10,Java,63,31,289
14,Java,232,52,966
17,Java,379,373,1681
14,Java,197,188,856
18,Java,205,211,1128
1,Java,7,0,24
8,Java,189,56,843
2,Java,24,6,126
80,Java,948,855,4768
8,Java,48,14,187
7,Java,71,26,454
12,Java,102,82,803
9,Java,94,162,594
43,Java,308,66,1600
14,Java,388,149,1685
36,Java,314,100,1519
15,Java,258,134,1184
32,Java,585,1619,3089
21,Java,967,312,2412
17,Java,696,356,2506
9,Java,108,136,266
5,Java,68,69,337
7,Java,51,23,158
7,Java,134,90,605
23,Java,179,58,515
14,Java,289,560,1082
237,Java,3114,1694,11532
1,Java,40,43,167
9,Java,42,0,145
9,Java,191,6,875
32,Java,414,156,1732
50,Java,665,1261,2413
19,Java,159,29,548
19,Java,643,3284,13772
199,Java,2936,1849,14768
145,Java,1624,548,7629
4,Java,40,10,236
4,Java,91,86,380
3,Java,41,102,112
10,Java,73,51,248
95,Java,1031,369,4629
98,Java,1079,2771,2564
1,Java,36,1,170
153,Java,1003,1,3089
2,Java,22,7,54
7,Java,124,470,1082
