23088290_2.java_main#2#17#none,/home/cragkhit/data/github/xeoneux/30-Days-of-Code/0 - Hello, World./Solution.java_main#4#20#55#none,/home/cragkhit/data/github/rshaghoulian/HackerRank_solutions/30 Days of Code/Day 00 - Hello, World/Solution.java_main#6#22#55#none,nan,nan,/home/cragkhit/data/github/financialforcedev/object-model-tool/objectmodelutil/src/main/java/com/financialforce/objectmodelutil/App.java_main#61#77#51#unknown,nan,/home/cragkhit/data/github/siidney/Java-How-To-Program-9E/Chapter14/examples/PaintPanel/Painter.java_main#19#32#52#none,nan,nan,nan,
23088290_2.java_main#2#17#none,/home/cragkhit/data/github/xeoneux/30-Days-of-Code/0 - Hello, World./Solution.java_main#4#20#55#none,/home/cragkhit/data/github/rshaghoulian/HackerRank_solutions/30 Days of Code/Day 00 - Hello, World/Solution.java_main#6#22#55#none,nan,nan,/home/cragkhit/data/github/financialforcedev/object-model-tool/objectmodelutil/src/main/java/com/financialforce/objectmodelutil/App.java_main#61#77#51#unknown,nan,/home/cragkhit/data/github/siidney/Java-How-To-Program-9E/Chapter14/examples/PaintPanel/Painter.java_main#19#32#52#none,nan,nan,nan,
14535189_0.java_parseDocument#88#103#none,/home/cragkhit/data/github/jferna57/PomoTodo/pomotodo-2/src/net/juancarlosfernandez/pomotodo/toodledo/xml/AuthorizeParser.java_getToken#22#39#88#none,/home/cragkhit/data/github/jferna57/PomoTodo/pomotodo/src/net/juancarlosfernandez/pomotodo/toodledo/xml/AuthorizeParser.java_getToken#23#40#88#none,/home/cragkhit/data/github/jferna57/PomoTodo/pomotodo-3/src/main/java/net/juancarlosfernandez/pomotodo/toodledo/xml/AuthorizeParser.java_getToken#23#40#88#none,/home/cragkhit/data/github/pentaho/pentaho-kettle/plugins/xml-input-stream/core/src/main/java/org/pentaho/di/trans/steps/xmlinputsax/XMLInputSaxFieldRetriever.java_parseDocument#94#115#75#apache-2.0,/home/cragkhit/data/github/pentaho/pentaho-kettle/plugins/xml-input-stream/core/src/main/java/org/pentaho/di/trans/steps/xmlinputsax/XMLInputSaxDataRetriever.java_parseDocument#139#160#75#apache-2.0,nan,nan,nan,/home/cragkhit/data/github/xeoneux/30-Days-of-Code/0 - Hello, World./Solution.java_main#4#20#50#none,/home/cragkhit/data/github/rshaghoulian/HackerRank_solutions/30 Days of Code/Day 00 - Hello, World/Solution.java_main#6#22#50#none,
14535189_0.java_parseDocument#88#103#none,/home/cragkhit/data/github/jferna57/PomoTodo/pomotodo-2/src/net/juancarlosfernandez/pomotodo/toodledo/xml/AuthorizeParser.java_getToken#22#39#88#none,/home/cragkhit/data/github/jferna57/PomoTodo/pomotodo/src/net/juancarlosfernandez/pomotodo/toodledo/xml/AuthorizeParser.java_getToken#23#40#88#none,/home/cragkhit/data/github/jferna57/PomoTodo/pomotodo-3/src/main/java/net/juancarlosfernandez/pomotodo/toodledo/xml/AuthorizeParser.java_getToken#23#40#88#none,/home/cragkhit/data/github/pentaho/pentaho-kettle/plugins/xml-input-stream/core/src/main/java/org/pentaho/di/trans/steps/xmlinputsax/XMLInputSaxFieldRetriever.java_parseDocument#94#115#75#apache-2.0,/home/cragkhit/data/github/pentaho/pentaho-kettle/plugins/xml-input-stream/core/src/main/java/org/pentaho/di/trans/steps/xmlinputsax/XMLInputSaxDataRetriever.java_parseDocument#139#160#75#apache-2.0,nan,nan,nan,/home/cragkhit/data/github/xeoneux/30-Days-of-Code/0 - Hello, World./Solution.java_main#4#20#50#none,/home/cragkhit/data/github/rshaghoulian/HackerRank_solutions/30 Days of Code/Day 00 - Hello, World/Solution.java_main#6#22#50#none,
5795030_0.java_main#8#25#none,/home/cragkhit/data/github/javaparser/javaparser/javaparser-testing/src/test/java/com/github/javaparser/wiki_samples/CuPrinter.java_main#31#40#53#unknown,/home/cragkhit/data/github/javaparser/javaparser/javaparser-testing/src/test/java/com/github/javaparser/wiki_samples/MethodPrinter.java_main#33#42#53#unknown,/home/cragkhit/data/github/xeoneux/30-Days-of-Code/0 - Hello, World./Solution.java_main#4#20#51#none,/home/cragkhit/data/github/rshaghoulian/HackerRank_solutions/30 Days of Code/Day 00 - Hello, World/Solution.java_main#6#22#52#none,nan,nan,nan,nan,nan,nan,
5795030_0.java_main#8#25#none,/home/cragkhit/data/github/javaparser/javaparser/javaparser-testing/src/test/java/com/github/javaparser/wiki_samples/CuPrinter.java_main#31#40#53#unknown,/home/cragkhit/data/github/javaparser/javaparser/javaparser-testing/src/test/java/com/github/javaparser/wiki_samples/MethodPrinter.java_main#33#42#53#unknown,/home/cragkhit/data/github/xeoneux/30-Days-of-Code/0 - Hello, World./Solution.java_main#4#20#51#none,/home/cragkhit/data/github/rshaghoulian/HackerRank_solutions/30 Days of Code/Day 00 - Hello, World/Solution.java_main#6#22#52#none,nan,nan,nan,nan,nan,nan,
19745299_0.java_main#10#28#none,/home/cragkhit/data/github/apache/ignite/examples/src/main/java/org/apache/ignite/examples/datastructures/IgniteSetExample.java_main#51#67#52#apache-2.0,nan,/home/cragkhit/data/github/xeoneux/30-Days-of-Code/0 - Hello, World./Solution.java_main#4#20#54#none,/home/cragkhit/data/github/rshaghoulian/HackerRank_solutions/30 Days of Code/Day 00 - Hello, World/Solution.java_main#6#22#55#none,nan,nan,nan,nan,nan,nan,
19745299_0.java_main#10#28#none,/home/cragkhit/data/github/apache/ignite/examples/src/main/java/org/apache/ignite/examples/datastructures/IgniteSetExample.java_main#51#67#52#apache-2.0,nan,/home/cragkhit/data/github/xeoneux/30-Days-of-Code/0 - Hello, World./Solution.java_main#4#20#54#none,/home/cragkhit/data/github/rshaghoulian/HackerRank_solutions/30 Days of Code/Day 00 - Hello, World/Solution.java_main#6#22#55#none,nan,nan,nan,nan,nan,nan,
5219008_0.java_method#1#27#none,/home/cragkhit/data/github/apache/geode/geode-core/src/test/java/org/apache/geode/test/dunit/standalone/DUnitLauncher.java_init#329#342#53#apache-2.0,/home/cragkhit/data/github/JetBrains/intellij-community/platform/testFramework/src/com/intellij/testFramework/fixtures/impl/CodeInsightTestFixtureImpl.java_testCompletionTyping#634#648#50#apache-2.0,/home/cragkhit/data/github/xeoneux/30-Days-of-Code/0 - Hello, World./Solution.java_main#4#20#52#none,/home/cragkhit/data/github/rshaghoulian/HackerRank_solutions/30 Days of Code/Day 00 - Hello, World/Solution.java_main#6#22#52#none,nan,nan,nan,nan,nan,nan,
5219008_0.java_method#1#27#none,/home/cragkhit/data/github/apache/geode/geode-core/src/test/java/org/apache/geode/test/dunit/standalone/DUnitLauncher.java_init#329#342#53#apache-2.0,/home/cragkhit/data/github/JetBrains/intellij-community/platform/testFramework/src/com/intellij/testFramework/fixtures/impl/CodeInsightTestFixtureImpl.java_testCompletionTyping#634#648#50#apache-2.0,/home/cragkhit/data/github/xeoneux/30-Days-of-Code/0 - Hello, World./Solution.java_main#4#20#52#none,/home/cragkhit/data/github/rshaghoulian/HackerRank_solutions/30 Days of Code/Day 00 - Hello, World/Solution.java_main#6#22#52#none,nan,nan,nan,nan,nan,nan,
