>>>1<<<
2
15
3
4
4
2
1
7
7
19
3
1
14
8
9
1
6
1
1
2
1
11
1
1
12
2
1
9
3
1
6
1
2
5
1
1
9
6
9
1
3
6
1
2
3
2
2
6
3
5
1
2
9
1
11
2
20
8
10
5
4
1
7
8
21
1
1
1
4
2
2
2
17
2
7
25
28
1
10
4
1
11
1
3
1
23
3
2
6
6
1
1
4
1
1
3
9
11
4
9
13
11
1
1
4
3
23
1
11
10
16
4
2
1
1
4
10
1
2
2
1
9
1
7
1
27
5
8
15
10
1
1
11
1
1
9
6
7
3
1
1
4
1
9
6
1
1
3
11
14
3
1
1
1
13
1
1
1
5
3
13
2
1
2
1
1
8
3
9
5
5
1
29
1
7
5
18
1
1
3
1
6
24
7
5
21
1
9
3
11
4
11
1
2
2
4
1
1
1
8
8
36
11
3
4
1
19
3
2
17
5
6
18
11
6
2
10
7
2
4
15
1
5
2
3
2
6
6
8
21
23
8
1
1
5
3
3
13
1
2
7
5
1
6
2
1
1
8
3
1
9
5
5
5
9
16
1
3
13
4
1
1
2
1
4
13
4
9
6
1
0.2962962962962963,270,270,0,0
