>>>3<<<
2
15
3
3
4
1
1
1
7
19
2
2
14
8
9
6
6
1
1
1
1
11
1
1
12
2
1
1
3
1
6
1
1
6
1
1
1
8
1
1
8
4
1
2
1
2
2
6
3
6
1
2
1
1
8
2
20
16
10
5
3
1
7
15
21
1
1
1
4
1
2
6
17
2
17
25
28
1
11
8
1
11
1
1
1
23
2
2
22
8
6
1
3
1
2
3
1
11
4
9
13
11
1
1
4
10
23
1
10
3
16
8
1
1
1
4
10
1
2
1
1
1
1
5
1
24
6
3
15
10
1
1
11
1
1
1
5
4
3
1
1
4
1
1
8
1
1
3
11
8
8
1
1
1
13
1
1
1
5
1
13
2
1
2
1
1
8
2
14
5
8
1
6
1
4
5
18
1
1
3
8
4
24
7
1
21
1
9
2
5
4
9
1
1
2
2
1
1
1
8
9
34
11
2
4
1
32
3
2
17
1
6
18
5
13
2
11
7
2
4
26
1
9
3
9
2
6
6
10
21
23
5
1
1
5
3
9
13
1
2
7
2
1
8
2
1
3
9
3
2
9
2
6
5
1
16
1
1
5
3
1
1
2
1
4
13
4
11
6
1
0.35555555555555557,270,270,0,0
