settings,precision,mrr,map
bm25_0.0_0.0_true_x_1, 0.8199999999999998, 1.0, 0.939638321995
bm25_0.0_0.0_true_x_2, 0.8719999999999998, 1.0, 0.968790046296
bm25_0.0_0.0_true_x_3, 0.9019999999999995, 1.0, 0.988645998677
bm25_0.0_0.0_true_x_4, 0.8999999999999996, 1.0, 0.990485229277
bm25_0.0_0.0_true_s_1, 0.7209999999999998, 1.0, 0.922433508125
bm25_0.0_0.0_true_s_2, 0.7969999999999999, 1.0, 0.961880747669
bm25_0.0_0.0_true_s_3, 0.8039999999999992, 1.0, 0.973347938713
bm25_0.0_0.0_true_s_4, 0.7939999999999994, 1.0, 0.966148014298
bm25_0.0_0.0_true_w_1, 0.8500000000000005, 1.0, 0.981118898022
bm25_0.0_0.0_true_w_2, 0.8960000000000004, 1.0, 0.998009700176
bm25_0.0_0.0_true_w_3, 0.9000000000000006, 1.0, 0.995534391534
bm25_0.0_0.0_true_w_4, 0.8990000000000006, 1.0, 0.989602347884
bm25_0.0_0.0_true_ws_1, 0.6910000000000003, 1.0, 0.95460316358
bm25_0.0_0.0_true_ws_2, 0.8160000000000003, 1.0, 0.981181878307
bm25_0.0_0.0_true_ws_3, 0.8180000000000004, 1.0, 0.987422430083
bm25_0.0_0.0_true_ws_4, 0.7980000000000003, 1.0, 0.979512621252
bm25_0.0_0.0_true_p_1, 0.8289999999999997, 1.0, 0.94376266062
bm25_0.0_0.0_true_p_2, 0.8679999999999997, 1.0, 0.972342427249
bm25_0.0_0.0_true_p_3, 0.9039999999999995, 1.0, 0.989979332011
bm25_0.0_0.0_true_p_4, 0.8999999999999996, 1.0, 0.990485229277
bm25_0.0_0.0_true_ps_1, 0.7269999999999998, 1.0, 0.925933508125
bm25_0.0_0.0_true_ps_2, 0.7959999999999998, 1.0, 0.961091946964
bm25_0.0_0.0_true_ps_3, 0.8019999999999993, 1.0, 0.97512571649
bm25_0.0_0.0_true_ps_4, 0.7959999999999994, 1.0, 0.97192976033
bm25_0.0_0.0_true_pw_1, 0.8500000000000004, 1.0, 0.983205317775
bm25_0.0_0.0_true_pw_2, 0.8820000000000005, 1.0, 0.993175485009
bm25_0.0_0.0_true_pw_3, 0.8870000000000005, 1.0, 0.995534391534
bm25_0.0_0.0_true_pw_4, 0.8970000000000005, 1.0, 0.990852347884
bm25_0.0_0.0_true_pws_1, 0.698, 1.0, 0.959915183296
bm25_0.0_0.0_true_pws_2, 0.7810000000000004, 1.0, 0.975675540123
bm25_0.0_0.0_true_pws_3, 0.7890000000000005, 1.0, 0.980879275321
bm25_0.0_0.0_true_pws_4, 0.8000000000000003, 1.0, 0.979786541005
bm25_0.0_0.0_true_k_1, 0.8169999999999998, 1.0, 0.932534706475
bm25_0.0_0.0_true_k_2, 0.8679999999999999, 1.0, 0.969171957672
bm25_0.0_0.0_true_k_3, 0.9039999999999998, 1.0, 0.987494472789
bm25_0.0_0.0_true_k_4, 0.8959999999999998, 1.0, 0.990408840388
bm25_0.0_0.0_true_ks_1, 0.7249999999999999, 1.0, 0.913207758566
bm25_0.0_0.0_true_ks_2, 0.7939999999999996, 1.0, 0.95938146416
bm25_0.0_0.0_true_ks_3, 0.8039999999999995, 1.0, 0.971643471277
bm25_0.0_0.0_true_ks_4, 0.7759999999999994, 1.0, 0.967573853616
bm25_0.0_0.0_true_kw_1, 0.8290000000000002, 1.0, 0.983462758251
bm25_0.0_0.0_true_kw_2, 0.894, 1.0, 0.993169863316
bm25_0.0_0.0_true_kw_3, 0.8950000000000006, 1.0, 0.994366071429
bm25_0.0_0.0_true_kw_4, 0.8970000000000005, 1.0, 0.989950947972
bm25_0.0_0.0_true_kws_1, 0.671, 1.0, 0.941319976694
bm25_0.0_0.0_true_kws_2, 0.8129999999999998, 1.0, 0.975335490678
bm25_0.0_0.0_true_kws_3, 0.8150000000000004, 1.0, 0.985512566138
bm25_0.0_0.0_true_kws_4, 0.8030000000000004, 1.0, 0.977050925926
bm25_0.0_0.0_true_kp_1, 0.8199999999999998, 1.0, 0.935562484253
bm25_0.0_0.0_true_kp_2, 0.8619999999999998, 1.0, 0.971986772487
bm25_0.0_0.0_true_kp_3, 0.9079999999999997, 1.0, 0.986091695011
bm25_0.0_0.0_true_kp_4, 0.8949999999999997, 1.0, 0.990408840388
bm25_0.0_0.0_true_kps_1, 0.7289999999999999, 1.0, 0.913154848513
bm25_0.0_0.0_true_kps_2, 0.7869999999999997, 1.0, 0.960970970333
bm25_0.0_0.0_true_kps_3, 0.8009999999999993, 1.0, 0.974072042706
bm25_0.0_0.0_true_kps_4, 0.7719999999999995, 1.0, 0.971129409171
bm25_0.0_0.0_true_kpw_1, 0.8300000000000004, 1.0, 0.984665099836
bm25_0.0_0.0_true_kpw_2, 0.887, 1.0, 0.992488315697
bm25_0.0_0.0_true_kpw_3, 0.8790000000000004, 1.0, 0.994979717813
bm25_0.0_0.0_true_kpw_4, 0.8920000000000006, 1.0, 0.991576058201
bm25_0.0_0.0_true_kpws_1, 0.6710000000000003, 1.0, 0.951248256803
bm25_0.0_0.0_true_kpws_2, 0.7889999999999998, 1.0, 0.971675878685
bm25_0.0_0.0_true_kpws_3, 0.7810000000000005, 1.0, 0.983530974427
bm25_0.0_0.0_true_kpws_4, 0.7990000000000005, 1.0, 0.974185185185
bm25_0.0_0.0_true_j_1, 0.7809999999999999, 1.0, 0.939144085412
