Settings, precisonMar 28, 2016 1:12:41 AM org.elasticsearch.plugins.PluginsService <init>
INFO: [Bella Donna] loaded [], sites []
tfidf_true_ks_1,0.7355555555555553
tfidf_true_ks_2,0.8044444444444441
tfidf_true_ks_3,0.8122222222222218
tfidf_true_ks_4,0.7911111111111107
tfidf_true_kw_1,0.8400000000000005
tfidf_true_kw_2,0.8855555555555555
tfidf_true_kw_3,0.895555555555556
tfidf_true_kw_4,0.9077777777777778
tfidf_true_kws_1,0.6744444444444447
tfidf_true_kws_2,0.7999999999999997
tfidf_true_kws_3,0.8100000000000003
tfidf_true_kws_4,0.7977777777777779
tfidf_true_kp_1,0.8377777777777775
tfidf_true_kp_2,0.8844444444444444
tfidf_true_kp_3,0.9311111111111109
tfidf_true_kp_4,0.9199999999999998
tfidf_true_kps_1,0.7355555555555553
tfidf_true_kps_2,0.7955555555555553
tfidf_true_kps_3,0.8088888888888884
tfidf_true_kps_4,0.7888888888888884
tfidf_true_kpw_1,0.8400000000000007
tfidf_true_kpw_2,0.8755555555555556
tfidf_true_kpw_3,0.8722222222222226
tfidf_true_kpw_4,0.9022222222222224
tfidf_true_kpws_1,0.6733333333333338
tfidf_true_kpws_2,0.7677777777777776
tfidf_true_kpws_3,0.7633333333333335
tfidf_true_kpws_4,0.7933333333333334
tfidf_true_j_1,0.7933333333333331
tfidf_true_j_2,0.8866666666666666
tfidf_true_j_3,0.9011111111111111
tfidf_true_j_4,0.9311111111111109
tfidf_true_js_1,0.7055555555555553
tfidf_true_js_2,0.7944444444444446
tfidf_true_js_3,0.794444444444444
tfidf_true_js_4,0.8044444444444439
tfidf_true_jw_1,0.8622222222222228
tfidf_true_jw_2,0.8677777777777778
tfidf_true_jw_3,0.8933333333333338
tfidf_true_jw_4,0.9
tfidf_true_jws_1,0.6777777777777778
tfidf_true_jws_2,0.7744444444444446
tfidf_true_jws_3,0.7855555555555555
tfidf_true_jws_4,0.8144444444444444
tfidf_true_jp_1,0.7988888888888886
tfidf_true_jp_2,0.8744444444444444
tfidf_true_jp_3,0.9033333333333331
tfidf_true_jp_4,0.9311111111111109
tfidf_true_jps_1,0.7055555555555553
tfidf_true_jps_2,0.7677777777777779
tfidf_true_jps_3,0.7922222222222217
tfidf_true_jps_4,0.8066666666666663
tfidf_true_jpw_1,0.8666666666666671
tfidf_true_jpw_2,0.8700000000000003
tfidf_true_jpw_3,0.8755555555555559
tfidf_true_jpw_4,0.9
tfidf_true_jpws_1,0.7166666666666668
tfidf_true_jpws_2,0.7544444444444448
tfidf_true_jpws_3,0.7788888888888889
tfidf_true_jpws_4,0.8166666666666669
tfidf_true_jk_1,0.7855555555555552
tfidf_true_jk_2,0.8811111111111113
tfidf_true_jk_3,0.9055555555555556
tfidf_true_jk_4,0.9166666666666665
tfidf_true_jks_1,0.6811111111111108
tfidf_true_jks_2,0.7888888888888885
tfidf_true_jks_3,0.7911111111111107
tfidf_true_jks_4,0.785555555555555
tfidf_true_jkw_1,0.8288888888888893
tfidf_true_jkw_2,0.866666666666667
tfidf_true_jkw_3,0.8722222222222226
tfidf_true_jkw_4,0.8977777777777779
tfidf_true_jkws_1,0.6322222222222224
tfidf_true_jkws_2,0.7622222222222221
tfidf_true_jkws_3,0.7688888888888887
tfidf_true_jkws_4,0.8133333333333336
tfidf_true_jkp_1,0.7877777777777774
tfidf_true_jkp_2,0.8722222222222222
tfidf_true_jkp_3,0.8988888888888888
tfidf_true_jkp_4,0.9255555555555554
tfidf_true_jkps_1,0.6833333333333329
tfidf_true_jkps_2,0.7655555555555553
tfidf_true_jkps_3,0.7888888888888884
tfidf_true_jkps_4,0.785555555555555
tfidf_true_jkpw_1,0.8500000000000003
tfidf_true_jkpw_2,0.866666666666667
tfidf_true_jkpw_3,0.8744444444444446
tfidf_true_jkpw_4,0.8977777777777779
tfidf_true_jkpws_1,0.6455555555555557
tfidf_true_jkpws_2,0.7488888888888889
tfidf_true_jkpws_3,0.7755555555555556
tfidf_true_jkpws_4,0.8177777777777778
tfidf_true_d_1,0.8166666666666663
tfidf_true_d_2,0.8944444444444445
tfidf_true_d_3,0.9188888888888888
tfidf_true_d_4,0.9311111111111109
tfidf_true_ds_1,0.7155555555555552
tfidf_true_ds_2,0.7955555555555555
tfidf_true_ds_3,0.8099999999999997
tfidf_true_ds_4,0.8044444444444441
tfidf_true_dw_1,0.8500000000000003
tfidf_true_dw_2,0.8888888888888891
tfidf_true_dw_3,0.8933333333333338
tfidf_true_dw_4,0.9022222222222224
tfidf_true_dws_1,0.6744444444444443
tfidf_true_dws_2,0.8088888888888887
tfidf_true_dws_3,0.7955555555555558
tfidf_true_dws_4,0.7955555555555557
tfidf_true_dp_1,0.824444444444444
tfidf_true_dp_2,0.8899999999999999
tfidf_true_dp_3,0.9211111111111109
tfidf_true_dp_4,0.9311111111111109
tfidf_true_dps_1,0.7222222222222219
tfidf_true_dps_2,0.7955555555555553
tfidf_true_dps_3,0.8099999999999997
tfidf_true_dps_4,0.8044444444444441
tfidf_true_dpw_1,0.8588888888888891
tfidf_true_dpw_2,0.8711111111111111
tfidf_true_dpw_3,0.8777777777777781
tfidf_true_dpw_4,0.9
tfidf_true_dpws_1,0.6922222222222223
tfidf_true_dpws_2,0.7666666666666667
tfidf_true_dpws_3,0.7600000000000002
tfidf_true_dpws_4,0.7888888888888889
tfidf_true_dk_1,0.812222222222222
tfidf_true_dk_2,0.8877777777777777
tfidf_true_dk_3,0.922222222222222
tfidf_true_dk_4,0.9199999999999998
tfidf_true_dks_1,0.7155555555555552
tfidf_true_dks_2,0.803333333333333
tfidf_true_dks_3,0.803333333333333
tfidf_true_dks_4,0.7899999999999995
tfidf_true_dkw_1,0.8266666666666669
tfidf_true_dkw_2,0.8833333333333335
tfidf_true_dkw_3,0.8911111111111114
tfidf_true_dkw_4,0.9055555555555556
tfidf_true_dkws_1,0.6522222222222223
tfidf_true_dkws_2,0.7988888888888886
tfidf_true_dkws_3,0.797777777777778
tfidf_true_dkws_4,0.7955555555555557
tfidf_true_dkp_1,0.8122222222222218
tfidf_true_dkp_2,0.881111111111111
tfidf_true_dkp_3,0.9266666666666664
tfidf_true_dkp_4,0.9199999999999998
tfidf_true_dkps_1,0.7155555555555552
tfidf_true_dkps_2,0.7955555555555553
tfidf_true_dkps_3,0.7999999999999995
tfidf_true_dkps_4,0.783333333333333
tfidf_true_dkpw_1,0.8266666666666672
tfidf_true_dkpw_2,0.8766666666666667
tfidf_true_dkpw_3,0.8700000000000003
tfidf_true_dkpw_4,0.9
tfidf_true_dkpws_1,0.6555555555555559
tfidf_true_dkpws_2,0.7688888888888887
tfidf_true_dkpws_3,0.7533333333333337
tfidf_true_dkpws_4,0.7866666666666666
tfidf_true_dj_1,0.7877777777777774
tfidf_true_dj_2,0.8855555555555554
tfidf_true_dj_3,0.9
tfidf_true_dj_4,0.9311111111111109
tfidf_true_djs_1,0.6911111111111108
tfidf_true_djs_2,0.7855555555555556
tfidf_true_djs_3,0.7877777777777776
tfidf_true_djs_4,0.8033333333333327
tfidf_true_djw_1,0.8477777777777781
tfidf_true_djw_2,0.8611111111111109
tfidf_true_djw_3,0.8844444444444448
tfidf_true_djw_4,0.9
tfidf_true_djws_1,0.6499999999999999
tfidf_true_djws_2,0.7688888888888887
tfidf_true_djws_3,0.7844444444444444
tfidf_true_djws_4,0.8066666666666666
tfidf_true_djp_1,0.7944444444444442
tfidf_true_djp_2,0.8744444444444444
tfidf_true_djp_3,0.9022222222222221
tfidf_true_djp_4,0.9311111111111109
tfidf_true_djps_1,0.6866666666666664
tfidf_true_djps_2,0.7566666666666669
tfidf_true_djps_3,0.7855555555555552
tfidf_true_djps_4,0.8055555555555551
tfidf_true_djpw_1,0.8555555555555554
tfidf_true_djpw_2,0.8700000000000003
tfidf_true_djpw_3,0.866666666666667
tfidf_true_djpw_4,0.9
tfidf_true_djpws_1,0.6855555555555555
tfidf_true_djpws_2,0.7511111111111114
tfidf_true_djpws_3,0.7766666666666666
tfidf_true_djpws_4,0.808888888888889
tfidf_true_djk_1,0.7799999999999997
tfidf_true_djk_2,0.8777777777777778
tfidf_true_djk_3,0.9011111111111111
tfidf_true_djk_4,0.9166666666666665
tfidf_true_djks_1,0.6722222222222217
tfidf_true_djks_2,0.7866666666666665
tfidf_true_djks_3,0.7822222222222218
tfidf_true_djks_4,0.784444444444444
tfidf_true_djkw_1,0.8166666666666669
tfidf_true_djkw_2,0.8666666666666668
tfidf_true_djkw_3,0.8622222222222228
tfidf_true_djkw_4,0.8977777777777779
tfidf_true_djkws_1,0.5977777777777776
tfidf_true_djkws_2,0.7588888888888888
tfidf_true_djkws_3,0.7655555555555557
tfidf_true_djkws_4,0.8077777777777778
tfidf_true_djkp_1,0.783333333333333
tfidf_true_djkp_2,0.8722222222222222
tfidf_true_djkp_3,0.8988888888888888
tfidf_true_djkp_4,0.9255555555555554
tfidf_true_djkps_1,0.6711111111111107
tfidf_true_djkps_2,0.7633333333333332
tfidf_true_djkps_3,0.7799999999999996
tfidf_true_djkps_4,0.784444444444444
tfidf_true_djkpw_1,0.8333333333333331
tfidf_true_djkpw_2,0.8622222222222224
tfidf_true_djkpw_3,0.866666666666667
tfidf_true_djkpw_4,0.8977777777777779
tfidf_true_djkpws_1,0.6166666666666667
tfidf_true_djkpws_2,0.7433333333333333
tfidf_true_djkpws_3,0.7711111111111112
tfidf_true_djkpws_4,0.8066666666666668
Settings, precisonMar 28, 2016 1:22:54 AM org.elasticsearch.plugins.PluginsService <init>
INFO: [Spider-Slayer] loaded [], sites []
tfidf_false_x_1,0.8377777777777775
tfidf_false_x_2,0.8944444444444445
tfidf_false_x_3,0.9199999999999998
tfidf_false_x_4,0.9311111111111109
tfidf_false_s_1,0.7311111111111107
tfidf_false_s_2,0.8088888888888889
tfidf_false_s_3,0.8188888888888884
tfidf_false_s_4,0.8055555555555552
tfidf_false_w_1,0.8577777777777786
tfidf_false_w_2,0.8888888888888887
tfidf_false_w_3,0.8966666666666671
tfidf_false_w_4,0.908888888888889
tfidf_false_ws_1,0.698888888888889
tfidf_false_ws_2,0.8111111111111111
tfidf_false_ws_3,0.8066666666666668
tfidf_false_ws_4,0.798888888888889
tfidf_false_p_1,0.8455555555555553
tfidf_false_p_2,0.891111111111111
tfidf_false_p_3,0.922222222222222
tfidf_false_p_4,0.9311111111111109
tfidf_false_ps_1,0.7377777777777775
tfidf_false_ps_2,0.8044444444444443
tfidf_false_ps_3,0.8166666666666663
tfidf_false_ps_4,0.8055555555555552
tfidf_false_pw_1,0.863333333333334
tfidf_false_pw_2,0.8733333333333334
tfidf_false_pw_3,0.8822222222222225
tfidf_false_pw_4,0.906666666666667
tfidf_false_pws_1,0.7111111111111111
tfidf_false_pws_2,0.7700000000000001
tfidf_false_pws_3,0.7833333333333334
tfidf_false_pws_4,0.7944444444444444
tfidf_false_k_1,0.8344444444444442
tfidf_false_k_2,0.891111111111111
tfidf_false_k_3,0.922222222222222
tfidf_false_k_4,0.9199999999999998
tfidf_false_ks_1,0.7355555555555553
tfidf_false_ks_2,0.8044444444444441
tfidf_false_ks_3,0.8122222222222218
tfidf_false_ks_4,0.7911111111111107
tfidf_false_kw_1,0.8400000000000005
tfidf_false_kw_2,0.8855555555555555
tfidf_false_kw_3,0.895555555555556
tfidf_false_kw_4,0.9077777777777778
tfidf_false_kws_1,0.6744444444444447
tfidf_false_kws_2,0.7999999999999997
tfidf_false_kws_3,0.8100000000000003
tfidf_false_kws_4,0.7977777777777779
tfidf_false_kp_1,0.8377777777777775
tfidf_false_kp_2,0.8844444444444444
tfidf_false_kp_3,0.9311111111111109
tfidf_false_kp_4,0.9199999999999998
tfidf_false_kps_1,0.7355555555555553
tfidf_false_kps_2,0.7955555555555553
tfidf_false_kps_3,0.8088888888888884
tfidf_false_kps_4,0.7888888888888884
tfidf_false_kpw_1,0.8400000000000007
tfidf_false_kpw_2,0.8755555555555556
tfidf_false_kpw_3,0.8722222222222226
tfidf_false_kpw_4,0.9022222222222224
tfidf_false_kpws_1,0.6733333333333338
tfidf_false_kpws_2,0.7677777777777776
tfidf_false_kpws_3,0.7633333333333335
tfidf_false_kpws_4,0.7933333333333334
tfidf_false_j_1,0.7933333333333331
tfidf_false_j_2,0.8866666666666666
tfidf_false_j_3,0.9011111111111111
tfidf_false_j_4,0.9311111111111109
tfidf_false_js_1,0.7055555555555553
tfidf_false_js_2,0.7944444444444446
tfidf_false_js_3,0.794444444444444
tfidf_false_js_4,0.8044444444444439
tfidf_false_jw_1,0.8622222222222228
tfidf_false_jw_2,0.8677777777777778
tfidf_false_jw_3,0.8933333333333338
tfidf_false_jw_4,0.9
tfidf_false_jws_1,0.6777777777777778
tfidf_false_jws_2,0.7744444444444446
tfidf_false_jws_3,0.7855555555555555
tfidf_false_jws_4,0.8144444444444444
tfidf_false_jp_1,0.7988888888888886
tfidf_false_jp_2,0.8744444444444444
tfidf_false_jp_3,0.9033333333333331
tfidf_false_jp_4,0.9311111111111109
tfidf_false_jps_1,0.7055555555555553
tfidf_false_jps_2,0.7677777777777779
tfidf_false_jps_3,0.7922222222222217
tfidf_false_jps_4,0.8066666666666663
tfidf_false_jpw_1,0.8666666666666671
tfidf_false_jpw_2,0.8700000000000003
tfidf_false_jpw_3,0.8755555555555559
tfidf_false_jpw_4,0.9
tfidf_false_jpws_1,0.7166666666666668
tfidf_false_jpws_2,0.7544444444444448
tfidf_false_jpws_3,0.7788888888888889
tfidf_false_jpws_4,0.8166666666666669
tfidf_false_jk_1,0.7855555555555552
tfidf_false_jk_2,0.8811111111111113
tfidf_false_jk_3,0.9055555555555556
tfidf_false_jk_4,0.9166666666666665
tfidf_false_jks_1,0.6811111111111108
tfidf_false_jks_2,0.7888888888888885
tfidf_false_jks_3,0.7911111111111107
tfidf_false_jks_4,0.785555555555555
tfidf_false_jkw_1,0.8288888888888893
tfidf_false_jkw_2,0.866666666666667
tfidf_false_jkw_3,0.8722222222222226
tfidf_false_jkw_4,0.8977777777777779
tfidf_false_jkws_1,0.6322222222222224
tfidf_false_jkws_2,0.7622222222222221
tfidf_false_jkws_3,0.7688888888888887
tfidf_false_jkws_4,0.8133333333333336
tfidf_false_jkp_1,0.7877777777777774
tfidf_false_jkp_2,0.8722222222222222
tfidf_false_jkp_3,0.8988888888888888
tfidf_false_jkp_4,0.9255555555555554
tfidf_false_jkps_1,0.6833333333333329
tfidf_false_jkps_2,0.7655555555555553
tfidf_false_jkps_3,0.7888888888888884
tfidf_false_jkps_4,0.785555555555555
tfidf_false_jkpw_1,0.8500000000000003
tfidf_false_jkpw_2,0.866666666666667
tfidf_false_jkpw_3,0.8744444444444446
tfidf_false_jkpw_4,0.8977777777777779
tfidf_false_jkpws_1,0.6455555555555557
tfidf_false_jkpws_2,0.7488888888888889
tfidf_false_jkpws_3,0.7755555555555556
tfidf_false_jkpws_4,0.8177777777777778
tfidf_false_d_1,0.8166666666666663
tfidf_false_d_2,0.8944444444444445
tfidf_false_d_3,0.9188888888888888
tfidf_false_d_4,0.9311111111111109
tfidf_false_ds_1,0.7155555555555552
tfidf_false_ds_2,0.7955555555555555
