fold1, precison,fold2, precison,fold3, precison,fold4, precison,fold5, precison,fold6, precison,fold7, precison,fold8, precison,fold9, precison,fold10, precison
true_dw_3,0.883333333,true_djp_3,0.893333333,false_dj_3,0.873333333,false_djk_3,0.921111111,false_djk_4,0.88,false_kw_2,0.886666667,true_djpw_3,0.888888889,true_jk_4,0.872222222,false_dkpw_3,0.904444444,true_dw_3,0.893333333
true_dpw_3,0.883333333,false_j_3,0.893333333,true_jw_2,0.872222222,false_djk_4,0.921111111,true_jpw_3,0.878888889,false_j_3,0.886666667,false_kpw_4,0.888888889,true_dj_3,0.872222222,true_jkpw_3,0.903333333,false_jw_3,0.893333333
true_dkw_2,0.883333333,false_jp_3,0.893333333,true_dkpw_2,0.872222222,true_jkp_3,0.918888889,true_dkpw_2,0.878888889,false_jk_3,0.886666667,false_jw_3,0.888888889,true_djk_4,0.872222222,false_jkpw_3,0.903333333,false_dw_3,0.893333333
false_kw_2,0.883333333,false_dj_3,0.893333333,false_jw_2,0.872222222,true_djkp_3,0.918888889,false_jpw_3,0.878888889,false_dj_3,0.886666667,false_jkw_2,0.888888889,false_j_3,0.872222222,true_jkw_3,0.901111111,true_p_2,0.891111111
false_jkp_3,0.883333333,false_djp_3,0.893333333,false_dkpw_2,0.872222222,false_jkp_3,0.918888889,false_dkpw_2,0.878888889,false_djk_3,0.886666667,false_dw_4,0.888888889,false_jk_4,0.872222222,false_jkw_3,0.901111111,true_k_2,0.891111111
false_jkpw_4,0.883333333,true_jpw_2,0.892222222,true_j_3,0.872222222,false_djkp_3,0.918888889,true_pw_2,0.877777778,true_djw_3,0.885555556,false_dpw_4,0.888888889,false_dj_3,0.872222222,true_j_3,0.901111111,true_dkw_3,0.891111111
false_dw_3,0.883333333,true_jkp_3,0.892222222,false_j_3,0.872222222,true_dw_2,0.916666667,true_jw_2,0.877777778,false_djw_3,0.885555556,false_djpw_3,0.888888889,false_djk_4,0.872222222,true_jp_3,0.901111111,false_p_2,0.891111111
false_dpw_3,0.883333333,true_djk_3,0.892222222,true_djw_3,0.871111111,true_dw_3,0.916666667,false_pw_2,0.877777778,true_jkp_3,0.884444444,true_jkw_3,0.887777778,true_kpw_2,0.871111111,true_dj_3,0.901111111,false_k_2,0.891111111
false_dkw_2,0.883333333,true_djkp_3,0.892222222,false_djw_3,0.871111111,true_dkw_3,0.916666667,false_jw_2,0.877777778,true_dk_2,0.884444444,false_jkw_3,0.887777778,false_kpw_2,0.871111111,true_djp_3,0.901111111,false_dkw_3,0.891111111
true_dw_2,0.882222222,false_jpw_2,0.892222222,true_jk_3,0.871111111,false_dw_2,0.916666667,true_jk_3,0.877777778,true_djk_4,0.884444444,true_kpw_2,0.887777778,true_djk_3,0.871111111,false_j_3,0.901111111,true_dp_2,0.89
false_dw_2,0.882222222,false_jkp_3,0.892222222,true_djk_3,0.871111111,false_dw_3,0.916666667,false_jk_3,0.877777778,true_djkp_3,0.884444444,false_kpw_2,0.887777778,false_djk_3,0.871111111,false_jp_3,0.901111111,false_dp_2,0.89
true_x_2,0.881111111,false_djk_3,0.892222222,false_jk_3,0.871111111,false_dkw_3,0.916666667,true_kpw_3,0.876666667,false_jkp_3,0.884444444,true_djw_3,0.886666667,true_jpw_3,0.87,false_dj_3,0.901111111,true_dw_2,0.888888889
true_d_2,0.881111111,false_djkp_3,0.892222222,false_djk_3,0.871111111,true_pw_2,0.914444444,false_kpw_3,0.876666667,false_dk_2,0.884444444,false_djw_3,0.886666667,false_jpw_3,0.87,false_djp_3,0.901111111,false_dw_2,0.888888889
true_dkw_3,0.881111111,true_w_3,0.891111111,true_dkw_3,0.868888889,true_jw_2,0.914444444,true_jp_3,0.876666667,false_djk_4,0.884444444,true_jkpw_2,0.885555556,true_pw_2,0.868888889,true_jk_3,0.9,true_w_2,0.888888889
false_x_2,0.881111111,true_jkw_3,0.891111111,false_dkw_3,0.868888889,false_pw_2,0.914444444,true_dj_3,0.876666667,false_djkp_3,0.884444444,true_dw_2,0.885555556,false_pw_2,0.868888889,false_jk_3,0.9,false_w_2,0.888888889
false_d_2,0.881111111,false_w_3,0.891111111,true_jkp_3,0.868888889,false_jw_2,0.914444444,true_djp_3,0.876666667,true_dkw_2,0.883333333,false_jkpw_2,0.885555556,true_jkp_3,0.868888889,true_djkpw_3,0.898888889,true_dk_2,0.887777778
false_dkw_3,0.881111111,false_jkw_3,0.891111111,true_djkp_3,0.868888889,true_pw_3,0.913333333,false_jp_3,0.876666667,false_dkw_2,0.883333333,false_dw_2,0.885555556,true_djkp_3,0.868888889,false_djkpw_3,0.898888889,false_dk_2,0.887777778
true_pw_3,0.878888889,true_pw_2,0.89,false_jkp_3,0.868888889,false_pw_3,0.913333333,false_dj_3,0.876666667,true_p_2,0.882222222,true_dkw_4,0.884444444,false_jkp_3,0.868888889,true_djk_3,0.898888889,true_j_2,0.886666667
false_pw_3,0.878888889,true_kw_3,0.89,false_djkp_3,0.868888889,no_jpw_3,0.908888889,false_djp_3,0.876666667,true_dw_2,0.882222222,false_dkw_4,0.884444444,false_djkp_3,0.868888889,false_djk_3,0.898888889,false_j_2,0.886666667
true_dkpw_2,0.878888889,true_jkw_2,0.89,true_pw_2,0.867777778,true_jpw_3,0.908888889,true_jpw_2,0.875555556,true_dp_2,0.882222222,true_djkw_3,0.883333333,true_dpw_3,0.867777778,true_j_4,0.897777778,true_kw_2,0.885555556
false_dkpw_2,0.878888889,true_dkpw_3,0.89,true_dpw_3,0.867777778,true_jkw_3,0.908888889,true_jkp_3,0.875555556,false_p_2,0.882222222,false_djkw_3,0.883333333,false_dpw_3,0.867777778,true_jkp_3,0.897777778,true_dj_2,0.885555556
true_k_2,0.876666667,true_djpw_3,0.89,false_pw_2,0.867777778,true_dpw_3,0.908888889,true_jkpw_3,0.875555556,false_dw_2,0.882222222,true_dkpw_4,0.883333333,true_dkpw_2,0.867777778,false_j_4,0.897777778,false_kw_2,0.885555556
true_dp_2,0.876666667,false_pw_2,0.89,false_dpw_3,0.867777778,false_jpw_3,0.908888889,true_djk_3,0.875555556,false_dp_2,0.882222222,false_dkpw_4,0.883333333,false_dkpw_2,0.867777778,false_jkp_3,0.897777778,false_dj_2,0.885555556
true_dk_2,0.876666667,false_kw_3,0.89,true_jpw_2,0.864444444,false_jkw_3,0.908888889,false_jpw_2,0.875555556,true_pw_3,0.881111111,true_kpw_3,0.882222222,true_kpw_3,0.865555556,true_djkw_3,0.896666667,true_kp_2,0.884444444
false_k_2,0.876666667,false_jkw_2,0.89,false_jpw_2,0.864444444,false_dpw_3,0.908888889,false_jkp_3,0.875555556,true_dpw_3,0.881111111,true_dkw_2,0.882222222,false_kpw_3,0.865555556,false_djkw_3,0.896666667,true_djw_3,0.884444444
false_dp_2,0.876666667,false_dkpw_3,0.89,true_jkw_2,0.862222222,true_jpw_2,0.907777778,false_jkpw_3,0.875555556,false_pw_3,0.881111111,true_djkw_2,0.882222222,true_jw_2,0.864444444,true_pw_1,0.896666667,false_kp_2,0.884444444
false_dk_2,0.876666667,false_djpw_3,0.89,true_dpw_2,0.862222222,true_jkw_2,0.907777778,false_djk_3,0.875555556,false_dpw_3,0.881111111,false_kpw_3,0.882222222,true_jpw_2,0.864444444,true_jkp_4,0.896666667,false_djw_3,0.884444444
true_p_2,0.875555556,true_jkpw_2,0.887777778,false_jkw_2,0.862222222,true_dpw_2,0.907777778,true_x_2,0.874444444,true_kp_2,0.878888889,false_dkw_2,0.882222222,false_jw_2,0.864444444,true_djkp_3,0.896666667,true_dkw_2,0.883333333
true_jpw_3,0.875555556,true_djw_3,0.887777778,false_dpw_2,0.862222222,false_jpw_2,0.907777778,true_j_3,0.874444444,true_kpw_2,0.878888889,false_djkw_2,0.882222222,false_jpw_2,0.864444444,false_pw_1,0.896666667,false_dkw_2,0.883333333
false_p_2,0.875555556,true_djkpw_3,0.887777778,true_jpw_3,0.861111111,false_jkw_2,0.907777778,true_jkw_2,0.874444444,false_kp_2,0.878888889,true_pw_2,0.88,true_jw_1,0.862222222,false_jkp_4,0.896666667,true_pw_3,0.882222222
false_jpw_3,0.875555556,false_jkpw_2,0.887777778,false_jpw_3,0.861111111,false_dpw_2,0.907777778,false_x_2,0.874444444,false_kpw_2,0.878888889,true_jw_2,0.88,true_jkpw_1,0.862222222,false_djkp_3,0.896666667,false_pw_3,0.882222222
true_kpw_2,0.874444444,false_djw_3,0.887777778,true_djw_2,0.858888889,true_kpw_3,0.906666667,false_j_3,0.874444444,true_j_2,0.876666667,true_jpw_2,0.88,true_jkpw_2,0.862222222,true_x_4,0.895555556,true_jk_2,0.881111111
false_kpw_2,0.874444444,false_djkpw_3,0.887777778,false_djw_2,0.858888889,true_djkw_2,0.906666667,false_jkw_2,0.874444444,true_dkp_2,0.876666667,false_pw_2,0.88,true_dpw_2,0.862222222,true_p_4,0.895555556,true_dkp_2,0.881111111
true_pw_2,0.871111111,true_djkw_3,0.885555556,true_kpw_3,0.857777778,true_djkw_3,0.906666667,no_pw_4,0.873333333,true_dkpw_2,0.876666667,false_jw_2,0.88,false_jw_1,0.862222222,true_jw_1,0.895555556,false_jk_2,0.881111111
true_djpw_3,0.871111111,false_djkw_3,0.885555556,true_jkpw_2,0.857777778,false_kpw_3,0.906666667,true_d_2,0.873333333,false_j_2,0.876666667,false_jpw_2,0.88,false_jkpw_1,0.862222222,true_jp_4,0.895555556,false_dkp_2,0.881111111
false_pw_2,0.871111111,true_dpw_2,0.885555556,false_kpw_3,0.857777778,false_djkw_2,0.906666667,true_djkp_3,0.873333333,false_dkp_2,0.876666667,true_jkpw_3,0.878888889,false_jkpw_2,0.862222222,true_d_4,0.895555556,true_dpw_3,0.877777778
false_djpw_3,0.871111111,false_dpw_2,0.885555556,false_jkpw_2,0.857777778,false_djkw_3,0.906666667,false_d_2,0.873333333,false_dkpw_2,0.876666667,false_jkpw_3,0.878888889,false_dpw_2,0.862222222,true_dp_4,0.895555556,false_dpw_3,0.877777778
true_j_2,0.871111111,true_jw_2,0.884444444,true_x_2,0.856666667,true_djw_2,0.905555556,false_djkp_3,0.873333333,true_dj_2,0.875555556,true_pw_3,0.877777778,true_jkpw_3,0.861111111,true_dj_4,0.895555556,true_djk_2,0.877777778
true_dj_2,0.871111111,false_jw_2,0.884444444,true_d_2,0.856666667,false_djw_2,0.905555556,true_p_2,0.872222222,false_dj_2,0.875555556,true_dkpw_2,0.877777778,true_djpw_3,0.861111111,true_djp_4,0.895555556,false_djk_2,0.877777778
false_j_2,0.871111111,true_w_2,0.883333333,true_djkw_2,0.856666667,true_kpw_2,0.903333333,true_k_2,0.872222222,true_jw_2,0.874444444,false_pw_3,0.877777778,false_jkpw_3,0.861111111,false_x_4,0.895555556,true_dkpw_2,0.876666667
false_dj_2,0.871111111,false_w_2,0.883333333,false_x_2,0.856666667,false_kpw_2,0.903333333,true_dp_2,0.872222222,false_jw_2,0.874444444,false_dkpw_2,0.877777778,false_djpw_3,0.861111111,false_p_4,0.895555556,false_dkpw_2,0.876666667
true_dpw_2,0.867777778,true_djkw_2,0.882222222,false_d_2,0.856666667,true_jkpw_3,0.902222222,true_djpw_3,0.872222222,true_jk_2,0.872222222,true_djkpw_3,0.876666667,true_pw_1,0.86,false_jw_1,0.895555556,true_kpw_2,0.875555556
false_dpw_2,0.867777778,false_djkw_2,0.882222222,false_djkw_2,0.856666667,true_djpw_3,0.902222222,false_p_2,0.872222222,true_jkpw_3,0.872222222,false_djkpw_3,0.876666667,true_jpw_1,0.86,false_jp_4,0.895555556,true_jpw_3,0.875555556
true_jw_2,0.866666667,true_dw_2,0.881111111,true_djpw_3,0.855555556,false_jkpw_3,0.902222222,false_k_2,0.872222222,false_jk_2,0.872222222,true_dkpw_3,0.875555556,true_jkw_1,0.86,false_d_4,0.895555556,false_kpw_2,0.875555556
false_jw_2,0.866666667,true_dkw_3,0.881111111,false_djpw_3,0.855555556,false_djpw_3,0.902222222,false_dp_2,0.872222222,false_jkpw_3,0.872222222,false_dkpw_3,0.875555556,true_jkw_2,0.86,false_dp_4,0.895555556,false_jpw_3,0.875555556
true_jkw_3,0.865555556,true_djkpw_2,0.881111111,true_jkw_3,0.854444444,true_djpw_2,0.901111111,false_djpw_3,0.872222222,true_pw_2,0.871111111,true_djkpw_2,0.875555556,false_pw_1,0.86,false_dj_4,0.895555556,true_jp_2,0.874444444
false_jkw_3,0.865555556,false_dw_2,0.881111111,true_jkpw_3,0.854444444,false_djpw_2,0.901111111,true_jkw_3,0.871111111,true_jpw_2,0.871111111,false_djkpw_2,0.875555556,false_jpw_1,0.86,false_djp_4,0.895555556,true_jkpw_3,0.874444444
true_jpw_2,0.865555556,false_dkw_3,0.881111111,true_djpw_2,0.854444444,true_dkpw_3,0.9,true_jkpw_2,0.871111111,true_jkw_3,0.871111111,true_djw_2,0.873333333,false_jkw_1,0.86,true_djkp_4,0.894444444,true_djp_2,0.874444444
false_jpw_2,0.865555556,false_djkpw_2,0.881111111,false_jkw_3,0.854444444,true_djkpw_3,0.9,false_jkw_3,0.871111111,true_djk_2,0.871111111,false_djw_2,0.873333333,false_jkw_2,0.86,false_djkp_4,0.894444444,false_jp_2,0.874444444
true_djkw_3,0.864444444,true_dw_3,0.88,false_jkpw_3,0.854444444,false_dkpw_3,0.9,false_jkpw_2,0.871111111,false_pw_2,0.871111111,true_dpw_3,0.871111111,true_jkw_3,0.858888889,true_x_2,0.893333333,false_jkpw_3,0.874444444
false_djkw_3,0.864444444,true_djpw_2,0.88,false_djpw_2,0.854444444,false_djkpw_3,0.9,true_dk_2,0.871111111,false_jpw_2,0.871111111,false_dpw_3,0.871111111,true_djpw_2,0.858888889,true_w_1,0.893333333,false_djp_2,0.874444444
true_jkpw_3,0.863333333,false_dw_3,0.88,true_dkpw_3,0.853333333,no_djw_3,0.898888889,false_dk_2,0.871111111,false_jkw_3,0.871111111,no_jkw_4,0.871111111,false_jkw_3,0.858888889,true_p_2,0.893333333,true_pw_2,0.873333333
true_dkpw_3,0.863333333,false_djpw_2,0.88,false_dkpw_3,0.853333333,true_dkpw_2,0.896666667,true_dpw_2,0.87,false_djk_2,0.871111111,true_dpw_2,0.871111111,false_djpw_2,0.858888889,true_k_2,0.893333333,false_pw_2,0.873333333
true_djw_2,0.863333333,true_x_2,0.88,true_k_2,0.853333333,false_dkpw_2,0.896666667,true_dkpw_3,0.87,true_kpw_3,0.87,false_dpw_2,0.871111111,true_x_2,0.858888889,true_d_2,0.893333333,true_kpw_3,0.872222222
false_jkpw_3,0.863333333,false_x_2,0.88,true_dk_2,0.853333333,true_k_2,0.895555556,true_djw_2,0.87,true_jpw_3,0.87,true_djpw_2,0.868888889,true_d_2,0.858888889,true_dp_2,0.893333333,true_jkw_3,0.872222222
false_dkpw_3,0.863333333,true_d_2,0.878888889,false_k_2,0.853333333,false_k_2,0.895555556,true_djkpw_3,0.87,true_jkw_2,0.87,false_djpw_2,0.868888889,false_x_2,0.858888889,true_dk_2,0.893333333,true_jkp_2,0.872222222
false_djw_2,0.863333333,false_d_2,0.878888889,false_dk_2,0.853333333,true_x_2,0.894444444,false_dpw_2,0.87,true_dkpw_3,0.87,no_jpw_3,0.86,false_d_2,0.858888889,false_x_2,0.893333333,true_djkp_2,0.872222222
true_jkw_2,0.862222222,true_p_2,0.874444444,true_djkpw_2,0.852222222,true_j_2,0.894444444,false_dkpw_3,0.87,false_kpw_3,0.87,true_x_2,0.86,true_w_1,0.857777778,false_w_1,0.893333333,false_kpw_3,0.872222222
true_djkw_2,0.862222222,true_dp_2,0.874444444,false_djkpw_2,0.852222222,true_dk_2,0.894444444,false_djw_2,0.87,false_jpw_3,0.87,true_d_2,0.86,false_w_1,0.857777778,false_p_2,0.893333333,false_jkw_3,0.872222222
true_djkpw_3,0.862222222,true_djw_2,0.874444444,true_p_2,0.851111111,false_x_2,0.894444444,false_djkpw_3,0.87,false_jkw_2,0.87,false_x_2,0.86,true_kw_1,0.857777778,false_k_2,0.893333333,false_jkp_2,0.872222222
false_jkw_2,0.862222222,false_p_2,0.874444444,true_dp_2,0.851111111,false_j_2,0.894444444,true_djpw_2,0.868888889,false_dkpw_3,0.87,false_d_2,0.86,false_kw_1,0.857777778,false_d_2,0.893333333,false_djkp_2,0.872222222
false_djkw_2,0.862222222,false_dp_2,0.874444444,false_p_2,0.851111111,false_dk_2,0.894444444,false_djpw_2,0.868888889,true_djkpw_3,0.868888889,no_jkpw_4,0.857777778,true_dkpw_3,0.856666667,false_dp_2,0.893333333,true_dpw_2,0.871111111
false_djkpw_3,0.862222222,false_djw_2,0.874444444,false_dp_2,0.851111111,no_pw_3,0.893333333,true_djkw_2,0.867777778,false_djkpw_3,0.868888889,true_p_2,0.857777778,false_dkpw_3,0.856666667,false_dk_2,0.893333333,false_dpw_2,0.871111111
true_kpw_3,0.861111111,true_k_2,0.873333333,true_dkp_2,0.847777778,true_p_2,0.893333333,false_djkw_2,0.867777778,true_jkp_2,0.867777778,true_dp_2,0.857777778,true_djw_2,0.856666667,true_dpw_1,0.892222222,no_jpw_3,0.87
false_kpw_3,0.861111111,false_k_2,0.873333333,false_dkp_2,0.847777778,true_d_2,0.893333333,true_j_2,0.867777778,false_jkp_2,0.867777778,false_p_2,0.857777778,false_djw_2,0.856666667,false_dpw_1,0.892222222,true_jpw_2,0.87
true_djpw_2,0.86,true_dk_2,0.872222222,true_djkpw_3,0.846666667,false_p_2,0.893333333,false_j_2,0.867777778,true_jkpw_2,0.866666667,false_dp_2,0.857777778,true_p_2,0.855555556,true_k_4,0.888888889,true_dkpw_3,0.87
false_djpw_2,0.86,false_dk_2,0.872222222,false_djkpw_3,0.846666667,false_d_2,0.893333333,true_kp_2,0.866666667,false_jkpw_2,0.866666667,true_j_2,0.856666667,true_k_2,0.855555556,true_kp_2,0.888888889,true_djpw_2,0.87
true_kp_2,0.857777778,true_kp_2,0.87,true_kp_2,0.846666667,no_w_3,0.892222222,true_dj_2,0.866666667,true_jp_2,0.866666667,false_j_2,0.856666667,true_dp_2,0.855555556,true_kp_4,0.888888889,false_jpw_2,0.87
true_dkp_2,0.857777778,true_j_2,0.87,true_j_2,0.846666667,true_dp_2,0.892222222,false_kp_2,0.866666667,true_djp_2,0.866666667,no_jpw_4,0.855555556,true_djkw_2,0.855555556,true_dk_4,0.888888889,false_dkpw_3,0.87
false_kp_2,0.857777778,true_jk_2,0.87,true_dj_2,0.846666667,false_dp_2,0.892222222,false_dj_2,0.866666667,true_djkp_2,0.866666667,true_k_2,0.855555556,false_p_2,0.855555556,true_dkp_2,0.888888889,false_djpw_2,0.87
false_dkp_2,0.857777778,true_dkp_2,0.87,false_kp_2,0.846666667,true_dj_2,0.892222222,true_dkp_2,0.865555556,false_jp_2,0.866666667,true_kp_2,0.855555556,false_k_2,0.855555556,true_dkp_4,0.888888889,true_jw_2,0.867777778
true_djk_2,0.856666667,false_kp_2,0.87,false_j_2,0.846666667,false_dj_2,0.892222222,false_dkp_2,0.865555556,false_djp_2,0.866666667,true_dk_2,0.855555556,false_dp_2,0.855555556,true_djpw_1,0.888888889,false_jw_2,0.867777778
false_djk_2,0.856666667,false_j_2,0.87,false_dj_2,0.846666667,no_jw_2,0.891111111,true_djkpw_2,0.864444444,false_djkp_2,0.866666667,true_dkp_2,0.855555556,false_djkw_2,0.855555556,false_k_4,0.888888889,true_jpw_1,0.866666667
true_jw_1,0.855555556,false_jk_2,0.87,true_jk_2,0.844444444,true_jkpw_2,0.891111111,false_djkpw_2,0.864444444,true_djpw_3,0.865555556,true_dj_2,0.855555556,true_djkpw_3,0.854444444,false_kp_2,0.888888889,true_jkw_2,0.866666667
false_jw_1,0.855555556,false_dkp_2,0.87,true_djk_2,0.844444444,false_jkpw_2,0.891111111,true_djkw_3,0.862222222,true_djkw_2,0.865555556,false_k_2,0.855555556,false_djkpw_3,0.854444444,false_kp_4,0.888888889,true_jkpw_2,0.866666667
true_jk_2,0.854444444,true_dj_2,0.868888889,false_jk_2,0.844444444,no_djpw_3,0.89,false_djkw_3,0.862222222,true_djkw_3,0.865555556,false_kp_2,0.855555556,true_kpw_1,0.854444444,false_dk_4,0.888888889,true_djpw_3,0.866666667
false_jk_2,0.854444444,true_djk_2,0.868888889,false_djk_2,0.844444444,true_kp_2,0.89,true_jk_2,0.862222222,false_djpw_3,0.865555556,false_dk_2,0.855555556,true_dk_2,0.854444444,false_dkp_2,0.888888889,true_djkpw_3,0.866666667
true_jp_2,0.852222222,false_dj_2,0.868888889,true_djkw_3,0.843333333,false_kp_2,0.89,false_jk_2,0.862222222,false_djkw_2,0.865555556,false_dkp_2,0.855555556,false_kpw_1,0.854444444,false_dkp_4,0.888888889,false_jpw_1,0.866666667
true_djp_2,0.852222222,false_djk_2,0.868888889,false_djkw_3,0.843333333,true_dkp_2,0.887777778,true_djk_2,0.861111111,false_djkw_3,0.865555556,false_dj_2,0.855555556,false_dk_2,0.854444444,false_djpw_1,0.888888889,false_jkw_2,0.866666667
false_jp_2,0.852222222,true_djkp_2,0.867777778,no_pw_3,0.842222222,false_dkp_2,0.887777778,false_djk_2,0.861111111,true_dpw_2,0.864444444,no_jw_2,0.854444444,true_djkpw_2,0.852222222,true_j_2,0.887777778,false_jkpw_2,0.866666667
false_djp_2,0.852222222,false_djkp_2,0.867777778,true_jpw_1,0.838888889,true_jk_2,0.883333333,true_jp_2,0.856666667,false_dpw_2,0.864444444,no_kpw_4,0.854444444,false_djkpw_2,0.852222222,true_jk_2,0.887777778,false_djpw_3,0.866666667
no_pw_3,0.851111111,true_jkp_2,0.866666667,false_jpw_1,0.838888889,false_jk_2,0.883333333,true_jpw_1,0.856666667,true_djw_2,0.863333333,no_pw_4,0.852222222,true_j_2,0.851111111,true_dj_2,0.887777778,false_djkpw_3,0.866666667
true_w_1,0.851111111,false_jkp_2,0.866666667,true_djkp_2,0.837777778,true_djkpw_2,0.881111111,true_jkp_2,0.856666667,false_djw_2,0.863333333,no_kw_4,0.852222222,true_dw_1,0.851111111,false_j_2,0.887777778,true_djkw_2,0.866666667
true_pw_1,0.851111111,true_jp_2,0.865555556,false_djkp_2,0.837777778,false_djkpw_2,0.881111111,true_djp_2,0.856666667,true_djpw_2,0.861111111,true_jp_2,0.852222222,true_dj_2,0.851111111,false_jk_2,0.887777778,false_djkw_2,0.866666667
false_w_1,0.851111111,true_jpw_1,0.865555556,true_jkp_2,0.836666667,true_jw_1,0.88,true_djkp_2,0.856666667,false_djpw_2,0.861111111,false_jp_2,0.852222222,false_j_2,0.851111111,false_dj_2,0.887777778,no_kw_4,0.864444444
false_pw_1,0.851111111,true_djp_2,0.865555556,false_jkp_2,0.836666667,false_jw_1,0.88,false_jp_2,0.856666667,true_djkpw_2,0.86,no_jw_3,0.851111111,false_dw_1,0.851111111,true_jkpw_1,0.886666667,true_pw_1,0.863333333
no_jpw_3,0.85,false_jp_2,0.865555556,true_jw_1,0.835555556,true_jp_2,0.88,false_jpw_1,0.856666667,false_djkpw_2,0.86,true_djp_2,0.851111111,false_dj_2,0.851111111,true_dw_1,0.886666667,false_pw_1,0.863333333
true_jpw_1,0.85,false_jpw_1,0.865555556,true_jp_2,0.835555556,true_djk_2,0.88,false_jkp_2,0.856666667,true_jpw_1,0.85,false_djp_2,0.851111111,no_jpw_3,0.85,true_djk_2,0.886666667,no_kpw_3,0.862222222
false_jpw_1,0.85,false_djp_2,0.865555556,true_djp_2,0.835555556,false_jp_2,0.88,false_djp_2,0.856666667,false_jpw_1,0.85,no_jw_4,0.85,true_djkw_3,0.85,false_jkpw_1,0.886666667,true_jw_1,0.862222222
true_jkp_2,0.847777778,true_jkpw_1,0.864444444,false_jw_1,0.835555556,false_djk_2,0.88,false_djkp_2,0.856666667,true_jw_1,0.846666667,true_jk_2,0.848888889,false_djkw_3,0.85,false_dw_1,0.886666667,true_djkw_3,0.862222222
true_djkp_2,0.847777778,false_jkpw_1,0.864444444,false_jp_2,0.835555556,no_pw_2,0.878888889,true_pw_1,0.854444444,false_jw_1,0.846666667,true_djk_2,0.848888889,true_kp_2,0.848888889,false_djk_2,0.886666667,true_djkpw_2,0.862222222
false_jkp_2,0.847777778,true_pw_1,0.857777778,false_djp_2,0.835555556,true_djp_2,0.878888889,false_pw_1,0.854444444,no_pw_3,0.845555556,false_jk_2,0.848888889,true_dpw_1,0.848888889,true_jk_4,0.885555556,false_jw_1,0.862222222
false_djkp_2,0.847777778,false_pw_1,0.857777778,true_djpws_4,0.833333333,false_djp_2,0.878888889,true_jw_1,0.852222222,true_w_1,0.844444444,false_djk_2,0.848888889,true_dkp_2,0.848888889,true_djk_4,0.885555556,false_djkw_3,0.862222222
true_dpw_1,0.843333333,no_kpw_4,0.855555556,false_djpws_4,0.833333333,true_jkp_2,0.876666667,false_jw_1,0.852222222,false_w_1,0.844444444,no_pw_3,0.847777778,false_kp_2,0.848888889,false_jk_4,0.885555556,false_djkpw_2,0.862222222
false_dpw_1,0.843333333,no_jpw_3,0.854444444,true_jkpws_4,0.832222222,true_djkp_2,0.876666667,true_w_1,0.851111111,true_jkpws_4,0.842222222,true_jw_1,0.846666667,false_dpw_1,0.848888889,false_djk_4,0.885555556,no_pw_3,0.861111111
true_djw_1,0.841111111,true_jw_1,0.854444444,false_jkpws_4,0.832222222,false_jkp_2,0.876666667,false_w_1,0.851111111,false_jkpws_4,0.842222222,true_jpw_1,0.846666667,false_dkp_2,0.848888889,true_djw_1,0.884444444,true_djw_2,0.861111111
false_djw_1,0.841111111,false_jw_1,0.854444444,true_pw_1,0.83,false_djkp_2,0.876666667,true_djpw_1,0.85,true_pw_1,0.841111111,false_jw_1,0.846666667,true_jk_2,0.847777778,false_djw_1,0.884444444,false_djw_2,0.861111111
no_kw_4,0.84,no_kw_4,0.852222222,true_djws_4,0.83,no_jw_4,0.874444444,false_djpw_1,0.85,false_pw_1,0.841111111,false_jpw_1,0.846666667,true_djk_2,0.847777778,true_jkp_2,0.882222222,true_dpw_1,0.858888889
true_dw_1,0.84,true_djpw_1,0.851111111,true_djkpws_4,0.83,no_pw_4,0.873333333,no_jpw_3,0.848888889,no_kw_4,0.84,no_w_4,0.844444444,false_jk_2,0.847777778,true_djkp_2,0.882222222,false_dpw_1,0.858888889
false_dw_1,0.84,false_djpw_1,0.851111111,false_pw_1,0.83,no_dpw_3,0.873333333,no_w_4,0.846666667,no_jpw_3,0.84,true_jkp_2,0.844444444,false_djk_2,0.847777778,false_jkp_2,0.882222222,true_w_1,0.857777778
no_pw_2,0.837777778,no_jkpw_4,0.85,false_djws_4,0.83,true_jpw_1,0.873333333,no_pw_3,0.846666667,no_pw_2,0.838888889,true_djkp_2,0.844444444,no_pw_3,0.844444444,false_djkp_2,0.882222222,false_w_1,0.857777778
true_jkpw_2,0.837777778,true_dpw_1,0.847777778,false_djkpws_4,0.83,false_jpw_1,0.873333333,true_dpw_1,0.843333333,true_kws_3,0.838888889,false_jkp_2,0.844444444,true_jkp_2,0.841111111,no_jpw_3,0.877777778,true_djpw_1,0.855555556
true_djkpw_2,0.837777778,false_dpw_1,0.847777778,true_jpws_4,0.828888889,no_jpw_2,0.872222222,false_dpw_1,0.843333333,false_kws_3,0.838888889,false_djkp_2,0.844444444,true_djpw_1,0.841111111,true_jp_2,0.877777778,false_djpw_1,0.855555556
false_jkpw_2,0.837777778,no_pw_2,0.846666667,false_jpws_4,0.828888889,no_w_4,0.871111111,true_djw_1,0.84,true_p_1,0.837777778,true_w_1,0.842222222,true_djkp_2,0.841111111,true_djp_2,0.877777778,no_jw_2,0.854444444
false_djkpw_2,0.837777778,true_w_1,0.844444444,no_jpw_3,0.827777778,true_djw_1,0.871111111,false_djw_1,0.84,false_p_1,0.837777778,false_w_1,0.842222222,false_jkp_2,0.841111111,false_jp_2,0.877777778,no_jpw_2,0.851111111
