fold1, precison,fold2, precison,fold3, precison,fold4, precison,fold5, precison,fold6, precison,fold7, precison,fold8, precison,fold9, precison,fold10, precison
true_s_3,0.837777778,false_w_1,0.844444444,true_w_1,0.827777778,false_djw_1,0.871111111,no_dpw_4,0.837777778,true_jpws_4,0.837777778,no_w_3,0.841111111,false_djpw_1,0.841111111,false_djp_2,0.877777778,true_jkpw_1,0.85
true_ps_3,0.837777778,no_pw_3,0.84,true_jws_4,0.827777778,no_kw_4,0.87,true_dw_1,0.837777778,false_jpws_4,0.837777778,no_djw_2,0.841111111,false_djkp_2,0.841111111,true_kpw_1,0.876666667,true_dw_1,0.85
true_kp_1,0.837777778,no_jpw_2,0.838888889,false_w_1,0.827777778,no_djw_2,0.868888889,false_dw_1,0.837777778,true_ws_3,0.836666667,no_w_2,0.838888889,no_pw_4,0.84,false_kpw_1,0.876666667,false_jkpw_1,0.85
true_ds_3,0.837777778,no_kpw_3,0.837777778,false_jws_4,0.827777778,true_pw_1,0.866666667,no_jw_3,0.836666667,false_ws_3,0.836666667,no_jpw_2,0.835555556,no_kpw_1,0.84,true_kws_2,0.871111111,false_dw_1,0.85
true_dks_3,0.837777778,true_djw_1,0.837777778,true_djkws_4,0.826666667,false_pw_1,0.866666667,no_jpw_4,0.836666667,true_kws_2,0.834444444,true_pw_1,0.835555556,no_pw_1,0.838888889,false_kws_2,0.871111111,no_pw_2,0.848888889
true_dkps_3,0.837777778,false_djw_1,0.837777778,false_djkws_4,0.826666667,no_jkw_3,0.864444444,true_p_1,0.836666667,true_djkpws_4,0.834444444,true_dw_1,0.835555556,true_jp_2,0.838888889,no_pw_2,0.87,true_djw_1,0.847777778
true_djpw_1,0.837777778,no_kpw_1,0.836666667,true_kws_3,0.824444444,true_jkpw_1,0.864444444,false_p_1,0.836666667,false_kws_2,0.834444444,true_djw_1,0.835555556,true_djw_1,0.838888889,no_pw_3,0.87,false_djw_1,0.847777778
false_s_3,0.837777778,true_jkw_1,0.836666667,false_kws_3,0.824444444,false_jkpw_1,0.864444444,no_pw_2,0.835555556,false_djkpws_4,0.834444444,false_pw_1,0.835555556,true_djp_2,0.838888889,no_jw_2,0.87,no_jw_3,0.845555556
false_ps_3,0.837777778,false_jkw_1,0.836666667,no_pw_2,0.824444444,no_djpw_2,0.863333333,no_kw_4,0.835555556,true_dw_1,0.833333333,false_dw_1,0.835555556,false_jp_2,0.838888889,no_jpw_2,0.87,true_p_1,0.845555556
false_kp_1,0.837777778,true_djkpw_1,0.835555556,no_jw_2,0.824444444,true_djpw_1,0.863333333,no_jw_2,0.835555556,true_djpw_1,0.833333333,false_djw_1,0.835555556,false_djw_1,0.838888889,no_dpw_2,0.87,false_p_1,0.845555556
false_ds_3,0.837777778,false_djkpw_1,0.835555556,true_jkws_4,0.824444444,false_djpw_1,0.863333333,true_jkpw_1,0.833333333,false_dw_1,0.833333333,no_pw_2,0.834444444,false_djp_2,0.838888889,true_dkpw_1,0.87,no_w_2,0.844444444
false_dks_3,0.837777778,no_pw_4,0.833333333,false_jkws_4,0.824444444,true_w_1,0.862222222,false_jkpw_1,0.833333333,false_djpw_1,0.833333333,no_jw_1,0.834444444,no_w_2,0.837777778,false_dkpw_1,0.87,no_pw_4,0.842222222
false_dkps_3,0.837777778,true_kpw_1,0.833333333,true_ws_3,0.823333333,false_w_1,0.862222222,no_jw_4,0.832222222,true_jws_4,0.832222222,no_djpw_4,0.834444444,no_w_3,0.837777778,true_djkpw_1,0.87,no_djw_2,0.842222222
false_djpw_1,0.837777778,false_kpw_1,0.833333333,false_ws_3,0.823333333,true_dpw_1,0.861111111,no_djpw_3,0.832222222,false_jws_4,0.832222222,no_jpw_1,0.832222222,no_w_4,0.837777778,false_djkpw_1,0.87,no_w_4,0.841111111
true_ks_3,0.836666667,true_dw_1,0.832222222,no_w_3,0.823333333,false_dpw_1,0.861111111,no_djpw_4,0.831111111,no_djpw_3,0.831111111,no_pw_1,0.83,no_pw_2,0.837777778,true_kw_1,0.868888889,no_w_3,0.84
true_kps_3,0.836666667,false_dw_1,0.832222222,true_ws_2,0.822222222,no_djw_4,0.861111111,true_kp_1,0.831111111,true_djws_4,0.831111111,no_kpw_1,0.828888889,no_kw_4,0.836666667,false_kw_1,0.868888889,no_kpw_4,0.84
true_dps_3,0.836666667,true_kw_1,0.83,true_dpw_1,0.822222222,no_dpw_2,0.858888889,false_kp_1,0.831111111,true_djpws_4,0.831111111,no_jkw_3,0.828888889,true_djkpw_1,0.835555556,no_djpw_2,0.866666667,true_kw_1,0.84
false_ks_3,0.836666667,false_kw_1,0.83,false_ws_2,0.822222222,no_jpw_4,0.856666667,no_kpw_4,0.83,false_djws_4,0.831111111,true_dpw_1,0.828888889,false_djkpw_1,0.835555556,true_ws_2,0.866666667,true_kpw_1,0.84
false_kps_3,0.836666667,no_jkpw_3,0.828888889,false_dpw_1,0.822222222,true_dw_1,0.856666667,true_x_1,0.828888889,false_djpws_4,0.831111111,true_djpw_1,0.828888889,true_dkpw_1,0.831111111,true_jkw_1,0.866666667,false_kw_1,0.84
false_dps_3,0.836666667,no_djpw_2,0.828888889,no_pw_4,0.821111111,false_dw_1,0.856666667,false_x_1,0.828888889,no_kpw_4,0.83,false_dpw_1,0.828888889,true_djkw_1,0.831111111,false_ws_2,0.866666667,false_kpw_1,0.84
true_s_4,0.835555556,no_w_4,0.827777778,true_kws_2,0.821111111,no_w_2,0.855555556,true_jkw_1,0.827777778,no_jpw_2,0.83,false_djpw_1,0.828888889,false_dkpw_1,0.831111111,false_jkw_1,0.866666667,no_dkpw_3,0.838888889
false_s_4,0.835555556,no_dpw_2,0.826666667,false_kws_2,0.821111111,no_dw_3,0.855555556,false_jkw_1,0.827777778,true_x_1,0.828888889,no_djw_3,0.826666667,false_djkw_1,0.831111111,true_kws_3,0.863333333,true_x_1,0.837777778
true_jkpws_4,0.834444444,true_x_1,0.826666667,true_ws_4,0.82,true_jpws_4,0.848888889,true_ws_2,0.826666667,true_ws_2,0.828888889,no_djpw_2,0.826666667,no_kpw_4,0.826666667,false_kws_3,0.863333333,true_kp_1,0.837777778
false_jkpws_4,0.834444444,true_p_1,0.826666667,false_ws_4,0.82,false_jpws_4,0.848888889,false_ws_2,0.826666667,true_djkws_4,0.828888889,true_jkpw_1,0.826666667,true_p_1,0.826666667,no_kw_4,0.862222222,false_x_1,0.837777778
true_js_4,0.834444444,false_x_1,0.826666667,true_jkpw_1,0.818888889,no_dw_4,0.848888889,no_jpw_2,0.825555556,false_x_1,0.828888889,false_jkpw_1,0.826666667,false_p_1,0.826666667,no_djpw_3,0.861111111,false_kp_1,0.837777778
true_ds_4,0.834444444,false_p_1,0.826666667,true_djpw_1,0.818888889,no_dpw_4,0.848888889,true_djpws_4,0.825555556,false_ws_2,0.828888889,no_djpw_3,0.825555556,no_jpw_2,0.825555556,true_p_1,0.861111111,no_dpw_3,0.836666667
false_js_4,0.834444444,no_djpw_3,0.825555556,false_jkpw_1,0.818888889,true_djkpw_1,0.848888889,false_djpws_4,0.825555556,false_djkws_4,0.828888889,true_kw_1,0.825555556,no_jw_2,0.824444444,false_p_1,0.861111111,no_djpw_3,0.836666667
false_ds_4,0.834444444,true_k_1,0.821111111,false_djpw_1,0.818888889,false_djkpw_1,0.848888889,true_k_1,0.825555556,no_jw_2,0.828888889,false_kw_1,0.825555556,no_jw_3,0.822222222,no_w_4,0.86,no_dkw_4,0.835555556
true_ps_4,0.833333333,true_kp_1,0.821111111,true_kws_4,0.817777778,no_djpw_4,0.846666667,false_k_1,0.825555556,true_kp_1,0.828888889,no_w_1,0.824444444,true_dkw_1,0.822222222,no_pw_4,0.86,no_djpw_2,0.835555556
true_djs_4,0.833333333,true_jkpws_4,0.821111111,false_kws_4,0.817777778,no_djkw_3,0.845555556,no_w_3,0.824444444,true_dpw_1,0.828888889,no_djw_4,0.823333333,false_dkw_1,0.822222222,no_djw_2,0.86,no_jw_4,0.834444444
false_ps_4,0.833333333,false_k_1,0.821111111,no_kw_4,0.817777778,true_kws_2,0.845555556,no_dpw_3,0.824444444,false_kp_1,0.828888889,true_jkw_1,0.822222222,no_jw_4,0.818888889,no_jw_4,0.858888889,no_dpw_2,0.834444444
false_djs_4,0.833333333,false_kp_1,0.821111111,true_dw_1,0.816666667,false_kws_2,0.845555556,true_jpws_4,0.824444444,false_dpw_1,0.828888889,false_jkw_1,0.822222222,no_dpw_3,0.817777778,true_djkw_1,0.858888889,true_k_1,0.834444444
true_s_2,0.832222222,false_jkpws_4,0.821111111,true_djw_1,0.816666667,no_kpw_3,0.844444444,false_jpws_4,0.824444444,true_jkws_4,0.827777778,no_dpw_4,0.821111111,true_x_1,0.816666667,false_djkw_1,0.858888889,false_k_1,0.834444444
true_p_1,0.832222222,true_djkw_1,0.82,false_dw_1,0.816666667,true_jkw_1,0.844444444,true_kw_1,0.822222222,true_dkws_3,0.827777778,no_kpw_3,0.82,true_kp_1,0.816666667,true_ws_3,0.857777778,no_kw_3,0.833333333
true_k_1,0.832222222,false_djkw_1,0.82,false_djw_1,0.816666667,false_jkw_1,0.844444444,false_kw_1,0.822222222,false_jkws_4,0.827777778,no_dpw_3,0.82,false_x_1,0.816666667,false_ws_3,0.857777778,no_jkpw_3,0.833333333
true_jpws_4,0.832222222,no_jpw_4,0.817777778,true_dws_4,0.815555556,true_jws_4,0.843333333,no_dw_4,0.822222222,false_dkws_3,0.827777778,no_jkw_1,0.82,false_kp_1,0.816666667,true_dkw_1,0.857777778,true_djkpw_1,0.833333333
false_s_2,0.832222222,no_jw_2,0.817777778,true_dkws_4,0.815555556,true_jkws_4,0.843333333,true_jws_4,0.821111111,no_pw_4,0.827777778,true_kpw_1,0.818888889,no_kpw_3,0.815555556,false_dkw_1,0.857777778,false_djkpw_1,0.833333333
false_p_1,0.832222222,true_jpws_4,0.816666667,false_dws_4,0.815555556,false_jws_4,0.843333333,true_jkws_4,0.821111111,true_ks_3,0.827777778,false_kpw_1,0.818888889,no_djpw_3,0.815555556,true_x_1,0.856666667,true_jkw_1,0.828888889
false_k_1,0.832222222,true_jkws_4,0.816666667,false_dkws_4,0.815555556,false_jkws_4,0.843333333,false_jws_4,0.821111111,false_ks_3,0.827777778,no_dkpw_4,0.817777778,true_k_1,0.815555556,false_x_1,0.856666667,false_jkw_1,0.828888889
false_jpws_4,0.832222222,true_dkpw_1,0.816666667,no_dpw_3,0.815555556,no_kw_3,0.84,false_jkws_4,0.821111111,no_dpw_3,0.825555556,no_dpw_2,0.816666667,false_k_1,0.815555556,true_jws_4,0.855555556,true_dkpw_1,0.826666667
true_dps_4,0.832222222,false_jpws_4,0.816666667,true_jws_3,0.815555556,no_jkw_4,0.84,true_jkpws_4,0.82,true_jkw_1,0.825555556,no_kw_1,0.815555556,no_w_1,0.814444444,true_jpws_4,0.855555556,false_dkpw_1,0.826666667
false_dps_4,0.832222222,false_jkws_4,0.816666667,false_jws_3,0.815555556,true_p_1,0.84,false_jkpws_4,0.82,false_jkw_1,0.825555556,true_p_1,0.814444444,no_dpw_2,0.814444444,false_jws_4,0.855555556,true_dkw_1,0.826666667
true_x_1,0.831111111,false_dkpw_1,0.816666667,no_w_4,0.814444444,true_kws_3,0.84,no_w_2,0.818888889,no_w_3,0.825555556,true_jws_4,0.814444444,no_kw_1,0.808888889,false_jpws_4,0.855555556,false_dkw_1,0.826666667
true_jkws_4,0.831111111,no_jkw_4,0.813333333,true_s_3,0.814444444,false_p_1,0.84,true_djws_4,0.818888889,no_jw_3,0.825555556,false_p_1,0.814444444,no_jpw_4,0.807777778,true_dws_2,0.855555556,no_jpw_4,0.825555556
false_x_1,0.831111111,true_jws_4,0.813333333,false_s_3,0.814444444,false_kws_3,0.84,false_djws_4,0.818888889,true_dws_3,0.825555556,false_jws_4,0.814444444,no_djpw_2,0.807777778,false_dws_2,0.855555556,true_dp_1,0.824444444
false_jkws_4,0.831111111,false_jws_4,0.813333333,no_jpw_2,0.812222222,no_jkpw_2,0.84,true_ws_3,0.817777778,true_djw_1,0.825555556,no_dw_4,0.813333333,true_dp_1,0.807777778,no_jpw_4,0.854444444,false_dp_1,0.824444444
true_ps_2,0.831111111,no_pw_1,0.812222222,no_jw_3,0.811111111,true_ws_2,0.838888889,true_kws_3,0.817777778,false_dws_3,0.825555556,true_kws_3,0.812222222,false_dp_1,0.807777778,no_dpw_3,0.854444444,no_dkpw_4,0.822222222
false_ps_2,0.831111111,no_jkpw_2,0.812222222,true_dkws_3,0.811111111,true_djpws_4,0.838888889,true_kpw_1,0.817777778,false_djw_1,0.825555556,true_jkws_4,0.812222222,no_dpw_4,0.806666667,true_kp_1,0.854444444,no_djw_3,0.821111111
true_ds_2,0.83,no_dkpw_4,0.812222222,false_dkws_3,0.811111111,false_ws_2,0.838888889,true_djkws_4,0.817777778,true_jws_3,0.824444444,false_kws_3,0.812222222,no_djw_2,0.806666667,false_kp_1,0.854444444,no_dw_4,0.82
true_dps_2,0.83,true_djpws_4,0.811111111,true_dws_2,0.81,false_djpws_4,0.838888889,false_ws_3,0.817777778,true_jkpw_1,0.824444444,false_jkws_4,0.812222222,no_jpw_1,0.805555556,true_djpws_4,0.853333333,no_dpw_4,0.82
false_ds_2,0.83,false_djpws_4,0.811111111,false_dws_2,0.81,no_jkpw_3,0.838888889,false_kws_3,0.817777778,false_jws_3,0.824444444,true_jpws_4,0.811111111,no_p_1,0.804444444,false_djpws_4,0.853333333,true_s_3,0.818888889
false_dps_2,0.83,no_w_3,0.81,true_pws_4,0.808888889,true_djkws_4,0.837777778,false_kpw_1,0.817777778,false_jkpw_1,0.824444444,false_jpws_4,0.811111111,no_dw_4,0.804444444,true_k_1,0.853333333,false_s_3,0.818888889
true_ws_2,0.828888889,no_jw_3,0.81,false_pws_4,0.808888889,false_djkws_4,0.837777778,false_djkws_4,0.817777778,no_w_4,0.823333333,true_dkw_1,0.81,true_jpws_4,0.8,false_k_1,0.853333333,no_dkw_3,0.817777778
true_jkpw_1,0.828888889,true_djkws_4,0.81,true_ps_3,0.808888889,true_ws_3,0.836666667,true_ks_2,0.814444444,true_k_1,0.823333333,false_dkw_1,0.81,false_jpws_4,0.8,true_dkws_3,0.851111111,true_jkpws_4,0.817777778
true_djws_4,0.828888889,false_djkws_4,0.81,false_ps_3,0.808888889,true_jws_2,0.836666667,true_djkpws_4,0.814444444,false_k_1,0.823333333,no_dkw_4,0.81,no_jw_1,0.798888889,false_dkws_3,0.851111111,false_jkpws_4,0.817777778
true_djpws_4,0.828888889,no_kpw_2,0.808888889,true_jpws_3,0.807777778,false_ws_3,0.836666667,false_ks_2,0.814444444,true_s_3,0.822222222,no_jkpw_3,0.808888889,true_jkws_4,0.798888889,no_kpw_4,0.85,true_ps_3,0.816666667
true_djkws_4,0.828888889,true_kws_2,0.808888889,true_djws_3,0.807777778,false_jws_2,0.836666667,false_djkpws_4,0.814444444,false_s_3,0.822222222,true_x_1,0.807777778,false_jkws_4,0.798888889,true_djws_4,0.848888889,true_jpws_4,0.816666667
false_ws_2,0.828888889,false_kws_2,0.808888889,false_jpws_3,0.807777778,true_kw_1,0.835555556,true_s_2,0.813333333,no_djpw_2,0.821111111,true_jps_4,0.807777778,no_djw_4,0.798888889,false_djws_4,0.848888889,true_d_1,0.816666667
false_jkpw_1,0.828888889,no_dpw_3,0.807777778,false_djws_3,0.807777778,true_djkw_1,0.835555556,true_djkpw_1,0.813333333,true_jkpws_3,0.821111111,true_jpws_3,0.807777778,true_jkpws_4,0.797777778,no_dw_4,0.848888889,true_djkw_1,0.816666667
false_djws_4,0.828888889,true_ks_3,0.807777778,true_jkw_1,0.807777778,false_kw_1,0.835555556,false_s_2,0.813333333,true_djws_3,0.821111111,false_x_1,0.807777778,true_d_1,0.797777778,no_w_3,0.847777778,false_ps_3,0.816666667
false_djpws_4,0.828888889,true_dkw_1,0.807777778,false_jkw_1,0.807777778,false_djkw_1,0.835555556,false_djkpw_1,0.813333333,false_jkpws_3,0.821111111,false_jps_4,0.807777778,false_jkpws_4,0.797777778,no_jw_3,0.846666667,false_jpws_4,0.816666667
false_djkws_4,0.828888889,false_ks_3,0.807777778,no_jw_4,0.806666667,no_djkpw_2,0.834444444,no_djw_4,0.813333333,false_djws_3,0.821111111,false_jpws_3,0.807777778,false_d_1,0.797777778,no_dpw_4,0.846666667,false_d_1,0.816666667
true_ks_2,0.828888889,false_dkw_1,0.807777778,no_kpw_4,0.805555556,true_kpw_1,0.834444444,true_s_3,0.813333333,no_w_2,0.82,no_dw_2,0.806666667,no_kw_3,0.796666667,true_dkws_2,0.846666667,false_djkw_1,0.816666667
true_dp_1,0.828888889,no_dkw_4,0.806666667,true_jps_4,0.805555556,true_dkws_3,0.834444444,false_s_3,0.813333333,true_ps_3,0.82,no_djkpw_4,0.806666667,true_jws_4,0.796666667,false_dkws_2,0.846666667,no_p_1,0.815555556
true_dks_2,0.828888889,true_djkpws_4,0.805555556,true_ds_3,0.805555556,false_kpw_1,0.834444444,true_dp_1,0.812222222,false_ps_3,0.82,true_dkpw_1,0.806666667,false_jws_4,0.796666667,true_jkws_4,0.845555556,no_dw_2,0.815555556
false_ks_2,0.828888889,false_djkpws_4,0.805555556,false_jps_4,0.805555556,false_dkws_3,0.834444444,false_dp_1,0.812222222,true_kw_1,0.818888889,false_dkpw_1,0.806666667,no_djw_3,0.795555556,false_jkws_4,0.845555556,no_jkpw_2,0.814444444
false_dp_1,0.828888889,true_jws_3,0.805555556,false_ds_3,0.805555556,true_kp_1,0.833333333,no_kpw_3,0.811111111,false_kw_1,0.818888889,true_kp_1,0.805555556,no_jkpw_1,0.794444444,no_djw_4,0.844444444,true_jws_4,0.814444444
false_dks_2,0.828888889,true_jkws_3,0.805555556,no_w_2,0.804444444,true_jkpws_4,0.833333333,true_ds_2,0.811111111,true_jkws_3,0.818888889,false_kp_1,0.805555556,true_djpws_4,0.794444444,true_jws_3,0.844444444,false_jws_4,0.814444444
true_kws_2,0.827777778,false_jws_3,0.805555556,true_jkpws_3,0.804444444,false_kp_1,0.833333333,false_ds_2,0.811111111,true_ds_3,0.818888889,true_jkpws_4,0.804444444,false_djpws_4,0.794444444,false_jws_3,0.844444444,true_jkws_4,0.813333333
true_jws_4,0.827777778,false_jkws_3,0.805555556,true_dps_3,0.804444444,false_jkpws_4,0.833333333,true_ps_2,0.811111111,false_jkws_3,0.818888889,false_jkpws_4,0.804444444,no_dkw_4,0.793333333,no_dkw_4,0.842222222,false_jkws_4,0.813333333
true_djkpws_4,0.827777778,no_p_1,0.804444444,false_jkpws_3,0.804444444,no_pw_1,0.832222222,true_ps_3,0.811111111,false_ds_3,0.818888889,no_djkw_4,0.803333333,true_ws_3,0.793333333,true_kpws_2,0.842222222,no_djw_4,0.813333333
false_kws_2,0.827777778,no_jw_4,0.804444444,false_dps_3,0.804444444,true_djws_4,0.831111111,false_ps_2,0.811111111,true_kps_3,0.817777778,true_jp_1,0.803333333,true_kws_2,0.793333333,true_djws_3,0.842222222,true_dk_1,0.812222222
false_jws_4,0.827777778,true_djws_4,0.803333333,no_jpw_4,0.803333333,false_djws_4,0.831111111,false_ps_3,0.811111111,true_dps_3,0.817777778,false_jp_1,0.803333333,true_djkws_4,0.793333333,true_djkws_4,0.842222222,false_dk_1,0.812222222
false_djkpws_4,0.827777778,false_djws_4,0.803333333,no_djpw_3,0.803333333,true_jws_3,0.83,true_dws_3,0.81,false_kps_3,0.817777778,no_jkw_2,0.802222222,false_ws_3,0.793333333,false_kpws_2,0.842222222,no_dw_3,0.812222222
true_dks_4,0.827777778,no_djkpw_4,0.803333333,true_ps_4,0.803333333,false_jws_3,0.83,true_dkws_3,0.81,false_dps_3,0.817777778,true_djkws_4,0.802222222,false_kws_2,0.793333333,false_djws_3,0.842222222,true_ks_3,0.812222222
false_dks_4,0.827777778,true_jpws_3,0.802222222,true_kw_1,0.803333333,true_kws_4,0.828888889,false_dws_3,0.81,true_kpw_1,0.816666667,false_djkws_4,0.802222222,false_djkws_4,0.793333333,false_djkws_4,0.842222222,true_dkp_1,0.812222222
no_dpw_3,0.826666667,false_jpws_3,0.802222222,true_dws_3,0.803333333,true_dkws_4,0.828888889,false_dkws_3,0.81,false_kpw_1,0.816666667,true_ps_4,0.802222222,true_kws_3,0.792222222,true_jws_2,0.841111111,false_ks_3,0.812222222
no_djpw_3,0.826666667,true_s_3,0.802222222,false_ps_4,0.803333333,false_kws_4,0.828888889,true_dws_2,0.81,true_jpws_3,0.816666667,false_ps_4,0.802222222,false_kws_3,0.792222222,false_jws_2,0.841111111,false_dkp_1,0.812222222
true_jkw_1,0.826666667,false_s_3,0.802222222,false_kw_1,0.803333333,false_dkws_4,0.828888889,true_dks_2,0.81,true_dp_1,0.816666667,no_kw_3,0.801111111,no_dw_2,0.791111111,true_dp_1,0.841111111,no_kpw_2,0.811111111
true_dws_2,0.826666667,no_w_2,0.801111111,false_dws_3,0.803333333,no_dkw_4,0.828888889,false_dws_2,0.81,false_jpws_3,0.816666667,true_ws_2,0.801111111,no_dw_3,0.791111111,false_dp_1,0.841111111,true_ws_2,0.811111111
false_jkw_1,0.826666667,no_djw_2,0.8,true_p_1,0.802222222,true_djws_3,0.826666667,false_dks_2,0.81,false_dp_1,0.816666667,false_ws_2,0.801111111,true_ws_2,0.791111111,no_jkpw_2,0.84,false_ws_2,0.811111111
false_dws_2,0.826666667,true_ps_3,0.8,true_jws_2,0.802222222,false_djws_3,0.826666667,no_djpw_2,0.808888889,no_kpw_3,0.815555556,true_dp_1,0.801111111,false_ws_2,0.791111111,true_jkpws_4,0.84,true_kws_3,0.81
true_j_1,0.826666667,true_d_1,0.8,false_p_1,0.802222222,no_kpw_4,0.826666667,true_djkw_1,0.808888889,true_dws_4,0.815555556,false_dp_1,0.801111111,no_x_1,0.791111111,true_dws_3,0.84,false_kws_3,0.81
true_dk_1,0.826666667,true_ds_3,0.8,false_jws_2,0.802222222,no_jw_1,0.824444444,false_djkw_1,0.808888889,false_dws_4,0.815555556,true_k_1,0.8,true_dk_1,0.791111111,false_jkpws_4,0.84,true_ds_3,0.81
true_dkp_1,0.826666667,true_dp_1,0.8,true_kpw_1,0.801111111,true_jkws_2,0.824444444,true_ks_3,0.808888889,true_kws_4,0.814444444,false_k_1,0.8,true_dkp_1,0.791111111,false_dws_3,0.84,true_dps_3,0.81
true_djks_4,0.826666667,true_dps_3,0.8,false_kpw_1,0.801111111,true_dp_1,0.824444444,true_ds_3,0.808888889,true_dks_3,0.814444444,true_kws_2,0.8,false_dk_1,0.791111111,no_djpw_4,0.838888889,false_ds_3,0.81
false_j_1,0.826666667,false_ps_3,0.8,true_ks_3,0.801111111,true_dkws_2,0.824444444,true_dps_2,0.808888889,true_dkws_4,0.814444444,false_kws_2,0.8,false_dkp_1,0.791111111,no_w_2,0.837777778,false_dps_3,0.81
false_dk_1,0.826666667,false_d_1,0.8,false_ks_3,0.801111111,false_jkws_2,0.824444444,false_ks_3,0.808888889,false_kws_4,0.814444444,no_djw_1,0.798888889,no_jkpw_3,0.79,true_jkpws_3,0.836666667,true_djpws_4,0.808888889
false_dkp_1,0.826666667,false_ds_3,0.8,true_kpws_4,0.8,false_dp_1,0.824444444,false_ds_3,0.808888889,false_dks_3,0.814444444,true_jws_3,0.798888889,no_dkpw_4,0.788888889,false_jkpws_3,0.836666667,false_djpws_4,0.808888889
false_djks_4,0.826666667,false_dp_1,0.8,true_dpws_4,0.8,false_dkws_2,0.824444444,false_dps_2,0.808888889,false_dkws_4,0.814444444,true_jkpws_3,0.798888889,no_jkpw_4,0.787777778,true_d_1,0.836666667,true_s_2,0.808888889
no_dk_1,0.825555556,false_dps_3,0.8,true_dkpws_4,0.8,true_k_1,0.823333333,no_djw_2,0.807777778,true_ws_4,0.813333333,true_djws_4,0.798888889,no_djpw_4,0.787777778,false_d_1,0.836666667,true_kps_3,0.808888889
true_ks_4,0.825555556,true_kpws_2,0.798888889,false_kpws_4,0.8,true_dws_3,0.823333333,true_jws_3,0.807777778,true_dkws_2,0.813333333,true_djpws_4,0.798888889,no_dpw_1,0.787777778,true_jpws_3,0.835555556,true_dws_2,0.808888889
true_kps_4,0.825555556,true_jkpws_3,0.798888889,false_dpws_4,0.8,true_dkpw_1,0.823333333,true_dps_3,0.807777778,true_djpws_3,0.813333333,false_jws_3,0.798888889,no_jkw_4,0.785555556,false_jpws_3,0.835555556,false_s_2,0.808888889
true_dkws_2,0.825555556,false_kpws_2,0.798888889,false_dkpws_4,0.8,false_k_1,0.823333333,false_jws_3,0.807777778,false_ws_4,0.813333333,false_jkpws_3,0.798888889,true_kws_4,0.785555556,true_jkws_2,0.835555556,false_kps_3,0.808888889
false_ks_4,0.825555556,false_jkpws_3,0.798888889,no_djpw_2,0.798888889,false_dws_3,0.823333333,false_dps_3,0.807777778,false_dkws_2,0.813333333,false_djws_4,0.798888889,false_kws_4,0.785555556,true_djkpws_4,0.835555556,false_dws_2,0.808888889
false_kps_4,0.825555556,true_ws_3,0.797777778,true_kp_1,0.798888889,false_dkpw_1,0.823333333,true_kws_2,0.806666667,false_djpws_3,0.813333333,false_djpws_4,0.798888889,no_jkpw_2,0.784444444,false_jkws_2,0.835555556,no_x_2,0.807777778
false_dkws_2,0.825555556,true_pws_4,0.797777778,true_js_4,0.798888889,no_kpw_2,0.822222222,true_kps_2,0.806666667,true_s_2,0.812222222,true_js_4,0.798888889,true_s_3,0.784444444,false_djkpws_4,0.835555556,true_djkws_4,0.807777778
true_jps_4,0.825555556,true_kws_3,0.797777778,true_dps_4,0.798888889,no_jpw_1,0.822222222,true_dk_1,0.806666667,true_dws_2,0.812222222,true_dps_4,0.798888889,true_djws_4,0.784444444,no_djw_3,0.834444444,false_djkws_4,0.807777778
false_jps_4,0.825555556,true_kpws_4,0.797777778,true_djps_4,0.798888889,no_dkpw_3,0.822222222,true_dks_3,0.806666667,false_s_2,0.812222222,false_js_4,0.798888889,false_s_3,0.784444444,no_kpw_1,0.833333333,true_ws_3,0.806666667
true_js_2,0.824444444,false_ws_3,0.797777778,false_kp_1,0.798888889,true_ws_4,0.822222222,true_dkw_1,0.806666667,false_dws_2,0.812222222,false_dps_4,0.798888889,false_djws_4,0.784444444,true_jkws_3,0.833333333,true_jps_4,0.806666667
true_jks_4,0.824444444,false_pws_4,0.797777778,false_js_4,0.798888889,true_dws_4,0.822222222,true_dkp_1,0.806666667,no_jw_4,0.81,no_jkpw_2,0.797777778,true_djkpws_4,0.783333333,true_dkp_1,0.833333333,true_djws_4,0.806666667
true_d_1,0.824444444,false_kws_3,0.797777778,false_dps_4,0.798888889,false_ws_4,0.822222222,true_djws_3,0.806666667,true_kpws_4,0.81,true_jws_2,0.797777778,false_djkpws_4,0.783333333,true_djkpws_3,0.833333333,true_djkpws_4,0.806666667
true_dj_1,0.824444444,false_kpws_4,0.797777778,false_djps_4,0.798888889,false_dws_4,0.822222222,false_kws_2,0.806666667,false_kpws_4,0.81,true_djps_4,0.797777778,no_kpw_2,0.782222222,false_jkws_3,0.833333333,false_ws_3,0.806666667
false_js_2,0.824444444,no_x_1,0.797777778,no_djw_2,0.797777778,true_x_1,0.821111111,false_kps_2,0.806666667,no_dpw_2,0.808888889,true_djkw_1,0.797777778,no_djpw_1,0.782222222,false_dkp_1,0.833333333,false_jps_4,0.806666667
false_jks_4,0.824444444,no_djkpw_2,0.797777778,true_k_1,0.797777778,false_x_1,0.821111111,false_dk_1,0.806666667,no_djw_3,0.808888889,false_jws_2,0.797777778,true_jws_3,0.781111111,false_djkpws_3,0.833333333,false_djws_4,0.806666667
