<<<
2
15
3
2
4
1
1
1
7
19
3
1
14
8
9
49
6
7
1
26
9
11
1
1
12
2
1
1
3
1
6
1
8
10
1
1
1
89
1
1
95
4
1
2
1
55
4
6
9
6
1
2
1
1
5
2
20
86
10
5
3
1
7
49
21
1
40
1
3
1
2
49
17
2
54
25
28
1
11
8
1
11
1
1
1
23
2
2
41
49
1
4
1
1
3
1
11
33
9
13
11
1
1
9
44
23
1
10
4
16
26
1
1
8
4
10
1
2
1
1
1
1
5
1
78
6
4
15
10
1
1
11
8
1
1
4
4
3
1
1
3
1
1
75
1
1
3
11
24
94
5
7
1
13
1
1
1
5
1
13
2
1
2
1
1
8
2
80
5
93
1
6
1
4
5
18
8
1
3
52
4
24
7
1
21
8
9
2
3
4
7
1
1
1
2
1
1
1
8
5
32
11
3
3
1
4
2
17
1
6
18
4
47
2
10
7
2
4
1
57
15
9
2
6
6
10
21
23
2
1
1
5
3
40
13
13
2
7
2
1
53
2
1
16
69
3
2
9
2
7
5
1
16
1
1
5
3
1
1
2
1
1
13
3
37
6
1
0.45127236832720835,267,267,0,0
