>>>1<<<
54
7
6
1
1
55
2
13
16
13
18
1
7
71
66
2
15
46
31
3
2
3
9
1
44
6
44
3
8
1
1
75
1
1
62
22
11
58
14
4
27
66
1
10
20
12
39
5
16
4
7
1
1
1
2
36
4
75
6
76
7
14
3
30
29
42
10
1
1
2
5
1
65
1
5
22
29
17
7
21
11
28
13
23
28
12
42
1
26
29
22
3
56
75
18
1
1
2
71
5
1
47
96
73
6
1
1
1
9
9
1
4
59
1
2
23
1
2
1
24
6
2
5
14
14
57
13
54
7
10
61
8
39
8
8
25
57
37
7
28
8
11
6
29
7
78
3
2
19
88
51
64
16
2
33
57
78
28
1
2
23
69
61
18
7
35
17
1
24
24
8
26
18
1
56
12
3
30
44
9
2
4
21
2
22
2
12
58
4
18
8
38
11
23
60
2
2
52
7
25
3
17
8
12
8
1
55
1
10
9
1
24
76
32
53
23
1
6
3
55
2
8
6
5
19
12
2
9
23
9
8
1
10
71
4
2
1
7
58
1
11
39
20
18
3
3
1
52
29
1
28
1
6
70
18
3
18
1
4
52
16
16
55
21
18
46
2
68
25
1
2
53
1
11
5
13
9
15
19
21
51
54
37
20
12
23
2
1
96
71
7
1
3
13
42
76
10
7
58
6
2
5
4
33
18
1
56
96
9
45
6
26
51
30
73
26
32
6
23
48
1
17
21
37
48
19
53
4
7
3
11
1
18
1
9
9
23
2
71
76
3
66
2
6
13
1
2
5
3
44
42
39
15
6
8
83
22
1
2
11
3
5
44
2
90
10
3
22
10
53
3
30
1
76
7
48
2
1
10
13
2
39
33
1
3
10
21
6
1
73
5
1
56
1
28
4
32
38
64
62
1
44
49
31
1
17
12
28
2
11
62
31
3
52
1
1
5
6
51
64
1
4
8
13
82
40
2
3
2
25
61
9
6
96
4
15
37
8
67
6
9
1
1
4
8
13
73
13
5
4
1
54
65
10
1
23
11
1
11
64
45
1
1
32
2
5
55
2
4
29
2
11
27
1
2
1
2
75
25
12
34
8
35
1
33
66
30
55
19
9
19
30
5
29
2
1
20
2
24
9
12
5
7
14
14
33
76
66
3
36
4
74
82
29
1
6
2
64
12
15
8
32
23
6
72
3
16
1
3
16
2
10
6
2
1
1
1
88
1
9
9
51
45
1
38
23
1
22
5
26
41
30
31
2
46
56
1
54
2
9
3
1
6
16
1
1
11
57
15
46
1
10
60
18
3
62
65
27
55
9
18
45
1
8
14
4
1
29
5
1
66
1
9
5
18
3
4
7
38
52
1
42
23
3
11
69
69
5
32
84
5
58
65
29
10
39
51
2
3
52
2
10
69
19
27
20
56
38
4
29
49
66
19
7
55
15
42
96
6
31
24
48
5
2
9
12
3
25
12
64
2
22
10
40
38
1
1
1
67
14
52
9
58
1
2
22
2
2
32
65
1
77
55
16
57
18
13
33
7
4
1
2
15
9
12
5
7
1
8
15
2
72
21
37
2
37
64
2
1
32
1
2
2
26
7
1
34
39
2
5
3
59
62
40
18
14
3
12
17
1
8
12
1
52
1
3
1
2
2
86
19
1
1
1
35
23
57
10
18
5
19
2
20
43
32
10
53
34
58
13
3
13
11
2
1
3
6
3
1
24
1
50
39
11
6
63
29
5
3
14
6
3
36
1
57
14
2
33
1
1
21
1
8
46
90
24
61
2
9
9
23
5
72
12
70
3
2
69
24
57
44
1
12
29
11
16
19
2
5
72
71
8
61
30
53
19
28
1
2
1
2
9
2
4
1
13
53
3
4
48
49
16
13
4
78
25
54
5
72
7
7
33
38
61
42
35
5
4
85
7
49
27
9
1
19
10
44
7
6
19
19
1
44
19
11
17
58
58
13
3
51
18
3
49
11
23
11
59
3
11
2
2
14
56
3
53
4
4
1
3
19
1
71
8
16
4
4
24
39
10
15
1
12
96
47
65
98
18
3
3
1
9
46
1
25
15
62
25
1
5
2
19
53
13
25
29
24
5
15
1
12
81
5
37
2
5
50
7
74
29
4
1
2
4
4
1
13
81
75
39
15
61
33
17
15
6
2
58
33
2
10
7
5
6
73
53
30
12
33
8
5
3
7
78
1
1
35
7
3
2
3
8
57
23
15
3
14
54
18
17
2
10
10
4
6
7
60
12
9
30
16
77
15
62
38
4
2
2
25
2
88
8
20
52
58
45
68
13
7
26
57
6
9
4
2
11
51
66
96
2
37
8
88
70
19
46
17
6
38
85
10
1
1
17
48
1
1
58
2
3
5
9
1
1
1
36
17
3
1
4
19
15
71
4
1
10
1
8
11
15
29
65
22
21
43
2
1
10
2
1
5
6
1
18
33
29
3
2
20
1
55
32
3
1
9
10
5
1
81
1
46
5
15
15
3
3
5
7
17
1
9
44
7
95
12
60
33
50
63
3
22
23
5
55
2
1
48
12
1
6
4
10
38
63
2
11
5
8
18
30
12
16
29
6
17
51
3
1
1
1
16
47
46
22
23
4
3
94
30
16
57
2
57
4
11
5
52
9
8
7
98
2
8
19
21
6
56
47
36
19
87
12
60
14
62
1
5
22
15
20
54
2
21
1
1
15
5
4
6
32
31
1
15
2
2
51
2
46
8
17
7
10
50
20
2
72
59
1
5
1
1
9
4
12
3
44
37
11
16
33
3
6
64
5
2
6
29
100
2
31
55
10
9
4
40
17
23
1
1
58
2
48
9
5
47
4
10
35
36
7
45
27
20
1
31
1
1
9
1
5
58
1
1
1
24
14
32
3
5
60
29
19
45
0.20934983535848092,1283,0,1283,0
