1.3.8.zip,3865,Java,82334,129559,404140
1.3.9.zip,3865,Java,82334,129559,404144
1.4.0.Beta1.zip,3982,Java,84256,128525,412886
1.4.0.zip,4024,Java,85160,129896,417786
1.4.1.zip,4026,Java,85398,130158,419454
1.4.2.zip,4026,Java,85435,130171,419809
1.4.3.zip,4042,Java,86049,130882,423870
1.4.4.zip,4042,Java,86050,130899,423986
1.4.5.zip,4051,Java,86382,131255,426938
1.5.0.zip,4127,Java,89083,135501,444146
1.5.1.zip,4127,Java,89177,135543,444892
1.5.2.zip,4130,Java,89328,135728,446067
1.6.0.zip,4225,Java,91728,138914,460249
1.6.1.zip,4229,Java,91853,139093,461164
1.6.2.zip,4229,Java,91913,139119,461400
1.7.0.zip,4237,Java,92016,139441,462267
1.7.1.zip,4237,Java,92076,139473,462526
1.7.2.zip,4239,Java,92139,139547,462885
1.7.3.zip,4241,Java,92235,139623,463340
1.7.4.zip,4243,Java,92335,139835,463916
1.7.5.zip,4243,Java,92345,139850,464072
1.7.6.zip,4244,Java,92360,139876,464153
2.0.0-beta1.zip,4196,Java,91127,137457,466826
2.0.0-beta2.zip,4204,Java,91665,138152,470711
2.0.0-rc1.zip,4207,Java,91845,138277,471723
2.0.0.zip,4221,Java,92156,138802,473767
2.0.1.zip,4225,Java,92336,139160,474825
2.0.2.zip,4229,Java,92421,139262,475489
2.1.0.zip,4252,Java,93212,139944,481280
2.1.1.zip,4255,Java,93358,140053,482105
2.1.2.zip,4259,Java,93486,140243,483251
2.2.0.zip,4286,Java,94405,141874,487453
2.2.1.zip,4291,Java,94527,141986,488495
2.2.2.zip,4291,Java,94535,141995,488592
2.3.0.zip,4391,Java,96454,145210,499946
2.3.1.zip,4391,Java,96502,145210,500329
2.3.2.zip,4393,Java,96592,145260,500855
2.3.3.zip,4395,Java,96651,145340,501171
2.3.4.zip,4397,Java,96708,145427,501518
2.3.5.zip,4397,Java,96708,145427,501522
2.4.0.zip,4418,Java,97492,146363,506643
2.4.1.zip,4419,Java,97520,146404,506985
2.4.2.zip,4421,Java,97578,146458,507464
2.4.3.zip,4423,Java,97646,146541,507970
2.4.4.zip,4424,Java,97663,146564,508058
2.4.5.zip,4425,Java,97697,146591,508256
2.4.6.zip,4425,Java,97702,146591,508274
5.0.0-alpha1.zip,4646,Java,100548,153619,545752
5.0.0-alpha2.zip,4620,Java,101732,154451,556692
5.0.0-alpha3.zip,4695,Java,102200,155976,559305
5.0.0-alpha4.zip,4862,Java,105918,162085,584936
5.0.0-alpha5.zip,5021,Java,108956,167034,602976
5.0.0-beta1.zip,5090,Java,110438,170313,613771
5.0.0-rc1.zip,5092,Java,110800,170641,615585
5.0.0.zip,5095,Java,110895,170728,616253
5.0.1.zip,5100,Java,111048,170949,617390
5.0.2.zip,5105,Java,111219,171254,618641
5.1.1.zip,5166,Java,112833,173794,629297
5.1.2.zip,5169,Java,112957,173987,630429
5.2.0.zip,5177,Java,114359,175204,641669
5.2.1.zip,5177,Java,114422,175244,642107
5.2.2.zip,5178,Java,114449,175290,642335
5.3.0.zip,5252,Java,116500,178796,657289
5.3.1.zip,5258,Java,116660,179104,658503
5.3.2.zip,5263,Java,116724,179274,658926
5.3.3.zip,5263,Java,116730,179285,658992
5.4.0.zip,5343,Java,118088,182074,670440
5.4.1.zip,5345,Java,118155,182101,671062
5.4.2.zip,5347,Java,118261,182227,671855
5.4.3.zip,5347,Java,118258,182224,671847
5.5.0.zip,5478,Java,120299,185342,683397
5.5.1.zip,5478,Java,120317,185374,683492
5.5.2.zip,5482,Java,120374,185465,683806
5.5.3.zip,5483,Java,120391,185482,683932
5.6.0.zip,5537,Java,122110,188054,697951
5.6.1.zip,5537,Java,122118,188055,698010
5.6.2.zip,5541,Java,122224,188160,698550
5.6.3.zip,5539,Java,122236,188140,698702
5.6.4.zip,5539,Java,122316,188227,699183
5.6.5.zip,5541,Java,122502,188382,700173
5.6.6.zip,5543,Java,122626,188499,700979
5.6.7.zip,5543,Java,122661,188518,701138
5.6.8.zip,5547,Java,122736,188641,701681
5.6.9.zip,5548,Java,122766,188722,701902
6.0.0-alpha1.zip,5240,Java,113912,175853,645077
6.0.0-alpha2.zip,5318,Java,115195,178105,654925
6.0.0-beta1.zip,5427,Java,118607,182660,675898
6.0.0-beta2.zip,5441,Java,118966,183068,679402
6.0.0-rc1.zip,5445,Java,119277,183425,681889
6.0.0-rc2.zip,5447,Java,119405,183565,682720
6.0.0.zip,5448,Java,119494,183648,683236
6.0.1.zip,5450,Java,119615,183830,684172
6.1.0.zip,5525,Java,122096,187010,702752
6.1.1.zip,5526,Java,122117,187030,702870
6.1.2.zip,5525,Java,122256,187083,703839
6.1.3.zip,5525,Java,122295,187116,704093
6.1.4.zip,5526,Java,122323,187146,704106
6.2.0.zip,5599,Java,124179,189915,717368
6.2.1.zip,5599,Java,124188,189941,717413
6.2.2.zip,5603,Java,124285,190079,718222
6.2.3.zip,5603,Java,124392,190166,718842
6.2.4.zip,5607,Java,124585,190418,720338
