RxJava-1.1.4,533,Java,18729,29907,83800,
RxJava-1.1.5,533,Java,18733,29933,83811,
RxJava-1.1.6,541,Java,19156,30959,85269,
RxJava-1.1.7,587,Java,21375,34352,92582,
RxJava-1.1.8,588,Java,21442,34443,92760,
RxJava-1.1.9,594,Java,21824,34932,94751,
RxJava-1.2.0,598,Java,21966,35149,95147,
RxJava-1.2.1,616,Java,22471,35587,96615,
RxJava-1.2.10,627,Java,22805,36383,98504,
RxJava-1.2.2,613,Java,22175,35460,95684,
RxJava-1.2.3,620,Java,22309,35923,96373,
RxJava-1.2.4,621,Java,22321,35942,96409,
RxJava-1.2.5,621,Java,22325,35989,96415,
RxJava-1.2.6,621,Java,22328,35989,96441,
RxJava-1.2.7,625,Java,22698,36330,98121,
RxJava-1.2.8,1461,Java,57713,61592,238757,
RxJava-1.2.9,626,Java,22791,36365,98464,
RxJava-1.3.0,627,Java,22801,36372,98319,
RxJava-1.3.1,629,Java,22825,36422,98410,
RxJava-1.3.2,629,Java,22825,36424,98410,
RxJava-1.3.3,628,Java,22921,36396,98683,
RxJava-1.3.4,628,Java,22937,36402,98776,
RxJava-2.0.0,1332,Java,52149,57122,213580,
RxJava-2.0.0-DP0,1,Java,2,12,3,
RxJava-2.0.0-RC1,853,Java,33171,46027,138639,
RxJava-2.0.0-RC2,977,Java,38425,49872,156804,
RxJava-2.0.0-RC3,1187,Java,43787,55098,175357,
RxJava-2.0.0-RC4,1245,Java,46538,56225,187270,
RxJava-2.0.0-RC5,1318,Java,51509,56956,210964,
RxJava-2.0.1,1355,Java,52907,57742,216485,
RxJava-2.0.2,1366,Java,53056,57955,218436,
RxJava-2.0.3,1366,Java,53092,57967,218741,
RxJava-2.0.4,1368,Java,53275,58040,219394,
RxJava-2.0.5,1410,Java,55337,59652,228497,
RxJava-2.0.6,1422,Java,55786,60013,230817,
RxJava-2.0.7,1438,Java,56382,60433,233403,
RxJava-2.0.8,1461,Java,57727,61797,238836,
RxJava-2.0.9,1466,Java,58023,61935,239903,
RxJava-2.1.0,1466,Java,58066,61969,239961,
RxJava-2.1.1,1469,Java,58244,62096,241133,
RxJava-2.1.2,1470,Java,58398,62070,241668,
RxJava-2.1.3,1471,Java,58470,62102,241954,
RxJava-2.1.4,1477,Java,58622,62179,242582,
RxJava-2.1.5,1481,Java,58753,62346,243033,
RxJava-2.1.5-RC1,1481,Java,58753,62339,243033,
RxJava-2.1.5-RC2,1481,Java,58753,62339,243033,
RxJava-2.1.5-RC3,1481,Java,58753,62339,243033,
RxJava-2.1.5-RC4,1481,Java,58753,62339,243033,
RxJava-2.1.6,1486,Java,59010,62473,243989,
RxJava-0.10.0,119,Java,3773,8387,15038,
RxJava-0.10.1,121,Java,3799,8429,15119,
RxJava-0.11.0,122,Java,3568,6759,14179,
RxJava-0.11.1,123,Java,3575,6776,14197,
RxJava-0.9.1,113,Java,3582,7461,14183,
RxJava-0.9.2,118,Java,3734,8186,14922,
