freq
3
30
21
19
3
30
21
7
5
8
7
1
7
90
155
5
17
2
793
1
1
1
3
9
136
189
48
46
9
1
156
21
411
1
1
4
6
102
1
48
1
45
157
1
556
51
6
2
2262
68
48
76
278
54
63
7
7445
366
5
5
1
138
1
1
2
19
1
4
59
91
84
9
6
6
3
2
2
1
1
34
1
2
13
4
21
36
99
2
4
1
131
33
1
1
8
1
8
1
5
1
2
1
1
2
1
872
7246
12
32
294
98
139
1
3
3
2
1
11
1
14
21
105
1
2087
1
1
5
2
19
4
27
1
1
240
1
11
11
362
1
1
2
1
2
2
2
3
3
2
1
4
12
9
5
3
1
1
174
1
35
429
1
1
1
2
7
1
1
1
1
8
3
27
4
92
2
1
1
3
164
204
3
20
38
15
960
2
288
662
1
8
2
1
591
5
119
15
124
9
87
13518
3
191
3
2
1
4
3
2
13
7
31
1
6
2
6
4
2
4
138
23
319
5
198
232
12
4
24
24
24
34
164
2
73
124
1
3
20
13
364
3
1
3
6731
1726
3
2
2
242
554
1109
139
33
23294
1
17
3
455
1
4
2
3
61
2
2
4354
5
2052
3
32
2
127
3076
4
1618
24
1249
25
481
3
112358
1
547
5
6
6
1
49
21
1
2
3
294
10
49
91
24
134
140
66
12107
4
2
157
1
5
2
4
700
3
94
88
31
1
6
205
468
1848
47
1999
2
808
406
183
7
94
288
159
117
53
2983
2
36
1
114
745
1
2
2
1
144
116
9
38
38
3
1333
3
1
2
134
2855
4
52
2235
171
1
2
24
4
3
11
11
4
1
1
1
92
1
1
46
2853
5
6
1
6
3
1284
1
4
1063
631
3
1
65
47
79
13
2678
2
2
117
6350
29
81
352
104
86
6233
189
1
352
1
6
7
2
1009
8
34
3
117
5
73
17446
138
1
34
1
1
46
27
131
11
239
104
47604
11
9
6
1
1
38
9
24
25
234
3
345
432
2
2
2
6
2
5
25
23
57
2
1
2
1
353
1492
1
1
2
263
179
13
22
14
4
744
1
1
4
1
10
2
4
22
1
3
1
4
10
17
22
14
8
2
4
1
1
2
1
1
1
2
1
3
5
6
7
9
2
10
6
4
1
4
4
36
62
14
120
1
61
3
1
123
33
33
13
1
4
11
2
186
1
186
8
2
2
4
42
3
4
5
2
21
9
3
1
6
10
8
1
4
1
2
1
3
52
19
112
4
94
56
1
5
3
686
11
15
6
3
38
1
3
2
